scope,test_year,n_samples,accuracy,accuracy_status,accuracy_reason,precision_phase3plus,precision_status,precision_reason,sensitivity_phase3plus,sensitivity_status,sensitivity_reason,r2_phase3plus,r2_status,r2_reason,f2_phase3plus,f2_status,f2_reason
somalia,2022,1129,0.5172719220549159,ok,,0.7840269966254219,ok,,0.8327359617682198,ok,,-0.815183158200494,ok,,0.8225159310833138,ok,
somalia,2023,1217,0.5201314708299096,ok,,0.6297872340425532,ok,,0.9959623149394348,ok,,0.13243702533944368,ok,,0.8922112370388232,ok,
somalia,2024,711,0.40365682137834036,ok,,0.4474431818181818,ok,,0.9936908517350158,ok,,-0.012655688169264101,ok,,0.7986815415821501,ok,
somalia,2025,1876,0.4898720682302772,ok,,0.5367803837953091,ok,,1.0,ok,,0.06204097686062737,ok,,0.8528116531165312,ok,
