scope,test_year,n_samples,accuracy,accuracy_status,accuracy_reason,precision_phase3plus,precision_status,precision_reason,sensitivity_phase3plus,sensitivity_status,sensitivity_reason,r2_phase3plus,r2_status,r2_reason,f2_phase3plus,f2_status,f2_reason
somalia,2022,1129,0.4154118689105403,ok,,0.7390625,ok,,0.5651135005973715,ok,,-0.6060867263442795,ok,,0.5930290872617853,ok,
somalia,2023,1217,0.5201314708299096,ok,,0.6226252158894646,ok,,0.9703903095558546,ok,,0.014198626663848302,ok,,0.8728813559322034,ok,
somalia,2024,711,0.4149085794655415,ok,,0.4698996655518395,ok,,0.886435331230284,ok,,-0.013074660120199866,ok,,0.7529474812433012,ok,
somalia,2025,1876,0.5143923240938166,ok,,0.5559400230680508,ok,,0.9572989076464746,ok,,-0.02342267248326335,ok,,0.8365150989239848,ok,
