area_id,target_ord,n_candidates,candidates,decision,winner_month_ord,winner_anl_id
1909,24290,1,2024-01:65024769,filled,24288,65024769.0
1909,24295,1,2024-07:69455744,filled,24294,69455744.0
1909,24296,1,2024-07:69455744,filled,24294,69455744.0
1909,24316,1,2026-04:87143416,no_covariate_row,-1,
1909,24317,1,2026-04:87143416,no_covariate_row,-1,
1910,24284,1,2023-08:59090932,filled,24283,59090932.0
1910,24289,1,2024-01:65024769,filled,24288,65024769.0
1910,24290,1,2024-01:65024769,filled,24288,65024769.0
1910,24295,1,2024-07:69455744,filled,24294,69455744.0
1910,24296,1,2024-07:69455744,filled,24294,69455744.0
1910,24316,1,2026-04:87143416,no_covariate_row,-1,
1910,24317,1,2026-04:87143416,no_covariate_row,-1,
1911,24271,1,2022-07:26601265,filled,24270,26601265.0
1911,24272,1,2022-07:26601265,filled,24270,26601265.0
1911,24274,1,2022-10:26777665,filled,24273,26777665.0
1911,24275,1,2022-10:26777665,filled,24273,26777665.0
1911,24277,1,2023-01:33607389,filled,24276,33607389.0
1911,24278,1,2023-01:33607389,filled,24276,33607389.0
1911,24316,1,2026-04:87143416,no_covariate_row,-1,
1911,24317,1,2026-04:87143416,no_covariate_row,-1,
1913,24284,1,2023-08:59090932,filled,24283,59090932.0
1913,24289,1,2024-01:65024769,filled,24288,65024769.0
1913,24290,1,2024-01:65024769,filled,24288,65024769.0
1913,24295,1,2024-07:69455744,filled,24294,69455744.0
1913,24296,1,2024-07:69455744,filled,24294,69455744.0
1913,24316,1,2026-04:87143416,no_covariate_row,-1,
1913,24317,1,2026-04:87143416,no_covariate_row,-1,
1915,24316,1,2026-04:87143416,no_covariate_row,-1,
1915,24317,1,2026-04:87143416,no_covariate_row,-1,
1917,24271,1,2022-07:26601265,filled,24270,26601265.0
1917,24272,1,2022-07:26601265,filled,24270,26601265.0
1917,24274,1,2022-10:26777665,filled,24273,26777665.0
1917,24275,1,2022-10:26777665,filled,24273,26777665.0
1917,24277,1,2023-01:33607389,filled,24276,33607389.0
1917,24278,1,2023-01:33607389,filled,24276,33607389.0
1917,24316,1,2026-04:87143416,no_covariate_row,-1,
1917,24317,1,2026-04:87143416,no_covariate_row,-1,
1918,24284,1,2023-08:59090932,filled,24283,59090932.0
1918,24289,1,2024-01:65024769,filled,24288,65024769.0
1918,24290,1,2024-01:65024769,filled,24288,65024769.0
1918,24295,1,2024-07:69455744,filled,24294,69455744.0
1918,24296,1,2024-07:69455744,filled,24294,69455744.0
1918,24316,1,2026-04:87143416,no_covariate_row,-1,
1918,24317,1,2026-04:87143416,no_covariate_row,-1,
1919,24316,1,2026-04:87143416,no_covariate_row,-1,
1919,24317,1,2026-04:87143416,no_covariate_row,-1,
1922,24284,1,2023-08:59090932,filled,24283,59090932.0
1922,24289,1,2024-01:65024769,filled,24288,65024769.0
1922,24290,1,2024-01:65024769,filled,24288,65024769.0
1922,24295,1,2024-07:69455744,filled,24294,69455744.0
1922,24296,1,2024-07:69455744,filled,24294,69455744.0
1922,24316,1,2026-04:87143416,no_covariate_row,-1,
1922,24317,1,2026-04:87143416,no_covariate_row,-1,
1923,24271,1,2022-07:26601265,filled,24270,26601265.0
1923,24272,1,2022-07:26601265,filled,24270,26601265.0
1923,24274,1,2022-10:26777665,filled,24273,26777665.0
1923,24275,1,2022-10:26777665,filled,24273,26777665.0
1923,24277,1,2023-01:33607389,filled,24276,33607389.0
1923,24278,1,2023-01:33607389,recipient_original,-1,
1923,24316,1,2026-04:87143416,no_covariate_row,-1,
1923,24317,1,2026-04:87143416,no_covariate_row,-1,
1924,24271,1,2022-07:26601265,filled,24270,26601265.0
1924,24272,1,2022-07:26601265,filled,24270,26601265.0
1924,24274,1,2022-10:26777665,filled,24273,26777665.0
1924,24275,1,2022-10:26777665,filled,24273,26777665.0
1924,24277,1,2023-01:33607389,filled,24276,33607389.0
1924,24278,1,2023-01:33607389,recipient_original,-1,
1924,24316,1,2026-04:87143416,no_covariate_row,-1,
1924,24317,1,2026-04:87143416,no_covariate_row,-1,
1925,24284,1,2023-08:59090932,filled,24283,59090932.0
1925,24289,1,2024-01:65024769,filled,24288,65024769.0
1925,24290,1,2024-01:65024769,filled,24288,65024769.0
1925,24295,1,2024-07:69455744,filled,24294,69455744.0
1925,24296,1,2024-07:69455744,filled,24294,69455744.0
1925,24316,1,2026-04:87143416,no_covariate_row,-1,
1925,24317,1,2026-04:87143416,no_covariate_row,-1,
1926,24271,1,2022-07:26601265,filled,24270,26601265.0
1926,24272,1,2022-07:26601265,filled,24270,26601265.0
1926,24274,1,2022-10:26777665,filled,24273,26777665.0
1926,24275,1,2022-10:26777665,filled,24273,26777665.0
1926,24277,1,2023-01:33607389,filled,24276,33607389.0
1926,24278,1,2023-01:33607389,recipient_original,-1,
1926,24316,1,2026-04:87143416,no_covariate_row,-1,
1926,24317,1,2026-04:87143416,no_covariate_row,-1,
1927,24284,1,2023-08:59090932,filled,24283,59090932.0
1927,24289,1,2024-01:65024769,filled,24288,65024769.0
1927,24290,1,2024-01:65024769,filled,24288,65024769.0
1927,24295,1,2024-07:69455744,filled,24294,69455744.0
1927,24296,1,2024-07:69455744,filled,24294,69455744.0
1927,24316,1,2026-04:87143416,no_covariate_row,-1,
1927,24317,1,2026-04:87143416,no_covariate_row,-1,
1929,24271,1,2022-07:26601265,filled,24270,26601265.0
1929,24272,1,2022-07:26601265,filled,24270,26601265.0
1929,24274,1,2022-10:26777665,filled,24273,26777665.0
1929,24275,1,2022-10:26777665,filled,24273,26777665.0
1929,24277,1,2023-01:33607389,filled,24276,33607389.0
1929,24278,1,2023-01:33607389,recipient_original,-1,
1929,24316,1,2026-04:87143416,no_covariate_row,-1,
1929,24317,1,2026-04:87143416,no_covariate_row,-1,
1930,24284,1,2023-08:59090932,filled,24283,59090932.0
1930,24289,1,2024-01:65024769,filled,24288,65024769.0
1930,24290,1,2024-01:65024769,filled,24288,65024769.0
1930,24295,1,2024-07:69455744,filled,24294,69455744.0
1930,24296,1,2024-07:69455744,filled,24294,69455744.0
1930,24316,1,2026-04:87143416,no_covariate_row,-1,
1930,24317,1,2026-04:87143416,no_covariate_row,-1,
1931,24284,1,2023-08:59090932,filled,24283,59090932.0
1931,24289,1,2024-01:65024769,filled,24288,65024769.0
1931,24290,1,2024-01:65024769,filled,24288,65024769.0
1931,24295,1,2024-07:69455744,filled,24294,69455744.0
1931,24296,1,2024-07:69455744,filled,24294,69455744.0
1931,24316,1,2026-04:87143416,no_covariate_row,-1,
1931,24317,1,2026-04:87143416,no_covariate_row,-1,
1932,24271,1,2022-07:26601265,filled,24270,26601265.0
1932,24272,1,2022-07:26601265,filled,24270,26601265.0
1932,24274,1,2022-10:26777665,filled,24273,26777665.0
1932,24275,1,2022-10:26777665,filled,24273,26777665.0
1932,24277,1,2023-01:33607389,filled,24276,33607389.0
1932,24278,1,2023-01:33607389,filled,24276,33607389.0
1932,24316,1,2026-04:87143416,no_covariate_row,-1,
1932,24317,1,2026-04:87143416,no_covariate_row,-1,
1933,24271,1,2022-07:26601265,filled,24270,26601265.0
1933,24272,1,2022-07:26601265,filled,24270,26601265.0
1933,24274,1,2022-10:26777665,filled,24273,26777665.0
1933,24275,1,2022-10:26777665,filled,24273,26777665.0
1933,24277,1,2023-01:33607389,filled,24276,33607389.0
1933,24278,1,2023-01:33607389,filled,24276,33607389.0
1933,24316,1,2026-04:87143416,no_covariate_row,-1,
1933,24317,1,2026-04:87143416,no_covariate_row,-1,
1934,24284,1,2023-08:59090932,filled,24283,59090932.0
1934,24289,1,2024-01:65024769,filled,24288,65024769.0
1934,24290,1,2024-01:65024769,filled,24288,65024769.0
1934,24295,1,2024-07:69455744,filled,24294,69455744.0
1934,24296,1,2024-07:69455744,filled,24294,69455744.0
1934,24316,1,2026-04:87143416,no_covariate_row,-1,
1934,24317,1,2026-04:87143416,no_covariate_row,-1,
1936,24284,1,2023-08:59090932,filled,24283,59090932.0
1936,24289,1,2024-01:65024769,filled,24288,65024769.0
1936,24290,1,2024-01:65024769,filled,24288,65024769.0
1936,24295,1,2024-07:69455744,filled,24294,69455744.0
1936,24296,1,2024-07:69455744,filled,24294,69455744.0
1936,24316,1,2026-04:87143416,no_covariate_row,-1,
1936,24317,1,2026-04:87143416,no_covariate_row,-1,
1937,24271,1,2022-07:26601265,filled,24270,26601265.0
1937,24272,1,2022-07:26601265,filled,24270,26601265.0
1937,24274,1,2022-10:26777665,filled,24273,26777665.0
1937,24275,1,2022-10:26777665,filled,24273,26777665.0
1937,24277,1,2023-01:33607389,filled,24276,33607389.0
1937,24278,1,2023-01:33607389,recipient_original,-1,
1937,24316,1,2026-04:87143416,no_covariate_row,-1,
1937,24317,1,2026-04:87143416,no_covariate_row,-1,
1939,24284,1,2023-08:59090932,filled,24283,59090932.0
1939,24289,1,2024-01:65024769,filled,24288,65024769.0
1939,24290,1,2024-01:65024769,filled,24288,65024769.0
1939,24295,1,2024-07:69455744,filled,24294,69455744.0
1939,24296,1,2024-07:69455744,filled,24294,69455744.0
1939,24316,1,2026-04:87143416,no_covariate_row,-1,
1939,24317,1,2026-04:87143416,no_covariate_row,-1,
1940,24271,1,2022-07:26601265,filled,24270,26601265.0
1940,24272,1,2022-07:26601265,filled,24270,26601265.0
1940,24274,1,2022-10:26777665,filled,24273,26777665.0
1940,24275,1,2022-10:26777665,filled,24273,26777665.0
1940,24277,1,2023-01:33607389,filled,24276,33607389.0
1940,24278,1,2023-01:33607389,filled,24276,33607389.0
1940,24316,1,2026-04:87143416,no_covariate_row,-1,
1940,24317,1,2026-04:87143416,no_covariate_row,-1,
1942,24271,1,2022-07:26601265,filled,24270,26601265.0
1942,24272,1,2022-07:26601265,filled,24270,26601265.0
1942,24274,1,2022-10:26777665,filled,24273,26777665.0
1942,24275,1,2022-10:26777665,filled,24273,26777665.0
1942,24277,1,2023-01:33607389,filled,24276,33607389.0
1942,24278,1,2023-01:33607389,filled,24276,33607389.0
1942,24316,1,2026-04:87143416,no_covariate_row,-1,
1942,24317,1,2026-04:87143416,no_covariate_row,-1,
1943,24284,1,2023-08:59090932,filled,24283,59090932.0
1943,24289,1,2024-01:65024769,filled,24288,65024769.0
1943,24290,1,2024-01:65024769,filled,24288,65024769.0
1943,24295,1,2024-07:69455744,filled,24294,69455744.0
1943,24296,1,2024-07:69455744,filled,24294,69455744.0
1943,24316,1,2026-04:87143416,no_covariate_row,-1,
1943,24317,1,2026-04:87143416,no_covariate_row,-1,
1945,24284,1,2023-08:59090932,filled,24283,59090932.0
1945,24289,1,2024-01:65024769,filled,24288,65024769.0
1945,24290,1,2024-01:65024769,filled,24288,65024769.0
1945,24295,1,2024-07:69455744,filled,24294,69455744.0
1945,24296,1,2024-07:69455744,filled,24294,69455744.0
1945,24316,1,2026-04:87143416,no_covariate_row,-1,
1945,24317,1,2026-04:87143416,no_covariate_row,-1,
1946,24271,1,2022-07:26601265,filled,24270,26601265.0
1946,24272,1,2022-07:26601265,filled,24270,26601265.0
1946,24274,1,2022-10:26777665,filled,24273,26777665.0
1946,24275,1,2022-10:26777665,filled,24273,26777665.0
1946,24277,1,2023-01:33607389,filled,24276,33607389.0
1946,24278,1,2023-01:33607389,filled,24276,33607389.0
1946,24316,1,2026-04:87143416,no_covariate_row,-1,
1946,24317,1,2026-04:87143416,no_covariate_row,-1,
1949,24271,1,2022-07:26601265,filled,24270,26601265.0
1949,24272,1,2022-07:26601265,filled,24270,26601265.0
1949,24274,1,2022-10:26777665,filled,24273,26777665.0
1949,24275,1,2022-10:26777665,filled,24273,26777665.0
1949,24277,1,2023-01:33607389,filled,24276,33607389.0
1949,24278,1,2023-01:33607389,filled,24276,33607389.0
1949,24316,1,2026-04:87143416,no_covariate_row,-1,
1949,24317,1,2026-04:87143416,no_covariate_row,-1,
1950,24284,1,2023-08:59090932,filled,24283,59090932.0
1950,24289,1,2024-01:65024769,filled,24288,65024769.0
1950,24290,1,2024-01:65024769,filled,24288,65024769.0
1950,24295,1,2024-07:69455744,filled,24294,69455744.0
1950,24296,1,2024-07:69455744,filled,24294,69455744.0
1950,24316,1,2026-04:87143416,no_covariate_row,-1,
1950,24317,1,2026-04:87143416,no_covariate_row,-1,
1952,24271,1,2022-07:26601265,filled,24270,26601265.0
1952,24272,1,2022-07:26601265,filled,24270,26601265.0
1952,24274,1,2022-10:26777665,filled,24273,26777665.0
1952,24275,1,2022-10:26777665,filled,24273,26777665.0
1952,24277,1,2023-01:33607389,filled,24276,33607389.0
1952,24278,1,2023-01:33607389,filled,24276,33607389.0
1952,24316,1,2026-04:87143416,no_covariate_row,-1,
1952,24317,1,2026-04:87143416,no_covariate_row,-1,
1953,24284,1,2023-08:59090932,filled,24283,59090932.0
1953,24289,1,2024-01:65024769,filled,24288,65024769.0
1953,24290,1,2024-01:65024769,filled,24288,65024769.0
1953,24295,1,2024-07:69455744,filled,24294,69455744.0
1953,24296,1,2024-07:69455744,filled,24294,69455744.0
1953,24316,1,2026-04:87143416,no_covariate_row,-1,
1953,24317,1,2026-04:87143416,no_covariate_row,-1,
1955,24316,1,2026-04:87143416,no_covariate_row,-1,
1955,24317,1,2026-04:87143416,no_covariate_row,-1,
1956,24316,1,2026-04:87143416,no_covariate_row,-1,
1956,24317,1,2026-04:87143416,no_covariate_row,-1,
1957,24284,1,2023-08:59090932,filled,24283,59090932.0
1957,24289,1,2024-01:65024769,filled,24288,65024769.0
1957,24290,1,2024-01:65024769,filled,24288,65024769.0
1957,24295,1,2024-07:69455744,filled,24294,69455744.0
1957,24296,1,2024-07:69455744,filled,24294,69455744.0
1957,24316,1,2026-04:87143416,no_covariate_row,-1,
1957,24317,1,2026-04:87143416,no_covariate_row,-1,
1958,24271,1,2022-07:26601265,filled,24270,26601265.0
1958,24272,1,2022-07:26601265,filled,24270,26601265.0
1958,24274,1,2022-10:26777665,filled,24273,26777665.0
1958,24275,1,2022-10:26777665,filled,24273,26777665.0
1958,24277,1,2023-01:33607389,filled,24276,33607389.0
1958,24278,1,2023-01:33607389,filled,24276,33607389.0
1958,24316,1,2026-04:87143416,no_covariate_row,-1,
1958,24317,1,2026-04:87143416,no_covariate_row,-1,
1959,24271,1,2022-07:26601265,filled,24270,26601265.0
1959,24272,1,2022-07:26601265,filled,24270,26601265.0
1959,24274,1,2022-10:26777665,filled,24273,26777665.0
1959,24275,1,2022-10:26777665,filled,24273,26777665.0
1959,24277,1,2023-01:33607389,filled,24276,33607389.0
1959,24278,1,2023-01:33607389,filled,24276,33607389.0
1959,24316,1,2026-04:87143416,no_covariate_row,-1,
1959,24317,1,2026-04:87143416,no_covariate_row,-1,
1960,24284,1,2023-08:59090932,filled,24283,59090932.0
1960,24289,1,2024-01:65024769,filled,24288,65024769.0
1960,24290,1,2024-01:65024769,filled,24288,65024769.0
1960,24295,1,2024-07:69455744,filled,24294,69455744.0
1960,24296,1,2024-07:69455744,filled,24294,69455744.0
1960,24316,1,2026-04:87143416,no_covariate_row,-1,
1960,24317,1,2026-04:87143416,no_covariate_row,-1,
1964,24271,1,2022-07:26601265,filled,24270,26601265.0
1964,24272,1,2022-07:26601265,filled,24270,26601265.0
1964,24274,1,2022-10:26777665,filled,24273,26777665.0
1964,24275,1,2022-10:26777665,filled,24273,26777665.0
1964,24277,1,2023-01:33607389,filled,24276,33607389.0
1964,24278,1,2023-01:33607389,filled,24276,33607389.0
1964,24316,1,2026-04:87143416,no_covariate_row,-1,
1964,24317,1,2026-04:87143416,no_covariate_row,-1,
1965,24284,1,2023-08:59090932,filled,24283,59090932.0
1965,24289,1,2024-01:65024769,filled,24288,65024769.0
1965,24290,1,2024-01:65024769,filled,24288,65024769.0
1965,24295,1,2024-07:69455744,filled,24294,69455744.0
1965,24296,1,2024-07:69455744,filled,24294,69455744.0
1965,24316,1,2026-04:87143416,no_covariate_row,-1,
1965,24317,1,2026-04:87143416,no_covariate_row,-1,
1966,24271,1,2022-07:26601265,filled,24270,26601265.0
1966,24272,1,2022-07:26601265,filled,24270,26601265.0
1966,24274,1,2022-10:26777665,filled,24273,26777665.0
1966,24275,1,2022-10:26777665,filled,24273,26777665.0
1966,24277,1,2023-01:33607389,filled,24276,33607389.0
1966,24278,1,2023-01:33607389,filled,24276,33607389.0
1966,24316,1,2026-04:87143416,no_covariate_row,-1,
1966,24317,1,2026-04:87143416,no_covariate_row,-1,
1969,24284,1,2023-08:59090932,filled,24283,59090932.0
1969,24289,1,2024-01:65024769,filled,24288,65024769.0
1969,24290,1,2024-01:65024769,filled,24288,65024769.0
1969,24295,1,2024-07:69455744,filled,24294,69455744.0
1969,24296,1,2024-07:69455744,filled,24294,69455744.0
1969,24316,1,2026-04:87143416,no_covariate_row,-1,
1969,24317,1,2026-04:87143416,no_covariate_row,-1,
1971,24284,1,2023-08:59090932,filled,24283,59090932.0
1971,24289,1,2024-01:65024769,filled,24288,65024769.0
1971,24290,1,2024-01:65024769,filled,24288,65024769.0
1971,24295,1,2024-07:69455744,filled,24294,69455744.0
1971,24296,1,2024-07:69455744,filled,24294,69455744.0
1971,24316,1,2026-04:87143416,no_covariate_row,-1,
1971,24317,1,2026-04:87143416,no_covariate_row,-1,
1972,24271,1,2022-07:26601265,filled,24270,26601265.0
1972,24272,1,2022-07:26601265,filled,24270,26601265.0
1972,24274,1,2022-10:26777665,filled,24273,26777665.0
1972,24275,1,2022-10:26777665,filled,24273,26777665.0
1972,24277,1,2023-01:33607389,filled,24276,33607389.0
1972,24278,1,2023-01:33607389,filled,24276,33607389.0
1972,24316,1,2026-04:87143416,no_covariate_row,-1,
1972,24317,1,2026-04:87143416,no_covariate_row,-1,
1973,24271,1,2022-07:26601265,filled,24270,26601265.0
1973,24272,1,2022-07:26601265,filled,24270,26601265.0
1973,24274,1,2022-10:26777665,filled,24273,26777665.0
1973,24275,1,2022-10:26777665,filled,24273,26777665.0
1973,24277,1,2023-01:33607389,filled,24276,33607389.0
1973,24278,1,2023-01:33607389,filled,24276,33607389.0
1973,24316,1,2026-04:87143416,no_covariate_row,-1,
1973,24317,1,2026-04:87143416,no_covariate_row,-1,
1974,24284,1,2023-08:59090932,filled,24283,59090932.0
1974,24289,1,2024-01:65024769,filled,24288,65024769.0
1974,24290,1,2024-01:65024769,filled,24288,65024769.0
1974,24295,1,2024-07:69455744,filled,24294,69455744.0
1974,24296,1,2024-07:69455744,filled,24294,69455744.0
1974,24316,1,2026-04:87143416,no_covariate_row,-1,
1974,24317,1,2026-04:87143416,no_covariate_row,-1,
1975,24271,1,2022-07:26601265,filled,24270,26601265.0
1975,24272,1,2022-07:26601265,filled,24270,26601265.0
1975,24274,1,2022-10:26777665,filled,24273,26777665.0
1975,24275,1,2022-10:26777665,filled,24273,26777665.0
1975,24277,1,2023-01:33607389,filled,24276,33607389.0
1975,24278,1,2023-01:33607389,filled,24276,33607389.0
1975,24316,1,2026-04:87143416,no_covariate_row,-1,
1975,24317,1,2026-04:87143416,no_covariate_row,-1,
1976,24284,1,2023-08:59090932,filled,24283,59090932.0
1976,24289,1,2024-01:65024769,filled,24288,65024769.0
1976,24290,1,2024-01:65024769,filled,24288,65024769.0
1976,24295,1,2024-07:69455744,filled,24294,69455744.0
1976,24296,1,2024-07:69455744,filled,24294,69455744.0
1976,24316,1,2026-04:87143416,no_covariate_row,-1,
1976,24317,1,2026-04:87143416,no_covariate_row,-1,
1977,24284,1,2023-08:59090932,filled,24283,59090932.0
1977,24289,1,2024-01:65024769,filled,24288,65024769.0
1977,24290,1,2024-01:65024769,filled,24288,65024769.0
1977,24295,1,2024-07:69455744,filled,24294,69455744.0
1977,24296,1,2024-07:69455744,filled,24294,69455744.0
1977,24316,1,2026-04:87143416,no_covariate_row,-1,
1977,24317,1,2026-04:87143416,no_covariate_row,-1,
1978,24271,1,2022-07:26601265,filled,24270,26601265.0
1978,24272,1,2022-07:26601265,filled,24270,26601265.0
1978,24274,1,2022-10:26777665,filled,24273,26777665.0
1978,24275,1,2022-10:26777665,filled,24273,26777665.0
1978,24277,1,2023-01:33607389,filled,24276,33607389.0
1978,24278,1,2023-01:33607389,filled,24276,33607389.0
1978,24316,1,2026-04:87143416,no_covariate_row,-1,
1978,24317,1,2026-04:87143416,no_covariate_row,-1,
1981,24316,1,2026-04:87143416,no_covariate_row,-1,
1981,24317,1,2026-04:87143416,no_covariate_row,-1,
1983,24316,1,2026-04:87143416,no_covariate_row,-1,
1983,24317,1,2026-04:87143416,no_covariate_row,-1,
1984,24316,1,2026-04:87143416,no_covariate_row,-1,
1984,24317,1,2026-04:87143416,no_covariate_row,-1,
1986,24284,1,2023-08:59090932,filled,24283,59090932.0
1986,24289,1,2024-01:65024769,filled,24288,65024769.0
1986,24290,1,2024-01:65024769,filled,24288,65024769.0
1986,24295,1,2024-07:69455744,filled,24294,69455744.0
1986,24296,1,2024-07:69455744,filled,24294,69455744.0
1986,24316,1,2026-04:87143416,no_covariate_row,-1,
1986,24317,1,2026-04:87143416,no_covariate_row,-1,
1987,24271,1,2022-07:26601265,filled,24270,26601265.0
1987,24272,1,2022-07:26601265,filled,24270,26601265.0
1987,24274,1,2022-10:26777665,filled,24273,26777665.0
1987,24275,1,2022-10:26777665,filled,24273,26777665.0
1987,24277,1,2023-01:33607389,filled,24276,33607389.0
1987,24278,1,2023-01:33607389,filled,24276,33607389.0
1987,24316,1,2026-04:87143416,no_covariate_row,-1,
1987,24317,1,2026-04:87143416,no_covariate_row,-1,
1989,24316,1,2026-04:87143416,no_covariate_row,-1,
1989,24317,1,2026-04:87143416,no_covariate_row,-1,
1991,24277,1,2023-01:33607389,filled,24276,33607389.0
1991,24278,1,2023-01:33607389,filled,24276,33607389.0
1991,24316,1,2026-04:87143416,no_covariate_row,-1,
1991,24317,1,2026-04:87143416,no_covariate_row,-1,
1992,24284,1,2023-08:59090932,filled,24283,59090932.0
1992,24289,1,2024-01:65024769,filled,24288,65024769.0
1992,24290,1,2024-01:65024769,filled,24288,65024769.0
1992,24295,1,2024-07:69455744,filled,24294,69455744.0
1992,24296,1,2024-07:69455744,filled,24294,69455744.0
1992,24316,1,2026-04:87143416,no_covariate_row,-1,
1992,24317,1,2026-04:87143416,no_covariate_row,-1,
1993,24289,1,2024-01:65024769,filled,24288,65024769.0
1993,24290,1,2024-01:65024769,filled,24288,65024769.0
1993,24295,1,2024-07:69455744,filled,24294,69455744.0
1993,24296,1,2024-07:69455744,filled,24294,69455744.0
1993,24316,1,2026-04:87143416,no_covariate_row,-1,
1993,24317,1,2026-04:87143416,no_covariate_row,-1,
1994,24271,1,2022-07:26601265,filled,24270,26601265.0
1994,24272,1,2022-07:26601265,filled,24270,26601265.0
1994,24274,1,2022-10:26777665,filled,24273,26777665.0
1994,24275,1,2022-10:26777665,filled,24273,26777665.0
1994,24316,1,2026-04:87143416,no_covariate_row,-1,
1994,24317,1,2026-04:87143416,no_covariate_row,-1,
1995,24277,1,2023-01:33607389,filled,24276,33607389.0
1995,24278,1,2023-01:33607389,filled,24276,33607389.0
1995,24316,1,2026-04:87143416,no_covariate_row,-1,
1995,24317,1,2026-04:87143416,no_covariate_row,-1,
1997,24284,1,2023-08:59090932,filled,24283,59090932.0
1997,24289,1,2024-01:65024769,filled,24288,65024769.0
1997,24290,1,2024-01:65024769,filled,24288,65024769.0
1997,24295,1,2024-07:69455744,filled,24294,69455744.0
1997,24296,1,2024-07:69455744,filled,24294,69455744.0
1997,24316,1,2026-04:87143416,no_covariate_row,-1,
1997,24317,1,2026-04:87143416,no_covariate_row,-1,
1999,24271,1,2022-07:26601265,filled,24270,26601265.0
1999,24272,1,2022-07:26601265,filled,24270,26601265.0
1999,24274,1,2022-10:26777665,filled,24273,26777665.0
1999,24275,1,2022-10:26777665,filled,24273,26777665.0
1999,24277,1,2023-01:33607389,filled,24276,33607389.0
1999,24278,1,2023-01:33607389,filled,24276,33607389.0
1999,24316,1,2026-04:87143416,no_covariate_row,-1,
1999,24317,1,2026-04:87143416,no_covariate_row,-1,
2000,24284,1,2023-08:59090932,filled,24283,59090932.0
2000,24289,1,2024-01:65024769,filled,24288,65024769.0
2000,24290,1,2024-01:65024769,filled,24288,65024769.0
2000,24295,1,2024-07:69455744,filled,24294,69455744.0
2000,24296,1,2024-07:69455744,filled,24294,69455744.0
2000,24316,1,2026-04:87143416,no_covariate_row,-1,
2000,24317,1,2026-04:87143416,no_covariate_row,-1,
2002,24271,1,2022-07:26601265,filled,24270,26601265.0
2002,24272,1,2022-07:26601265,filled,24270,26601265.0
2002,24274,1,2022-10:26777665,filled,24273,26777665.0
2002,24275,1,2022-10:26777665,filled,24273,26777665.0
2002,24277,1,2023-01:33607389,filled,24276,33607389.0
2002,24278,1,2023-01:33607389,filled,24276,33607389.0
2002,24316,1,2026-04:87143416,no_covariate_row,-1,
2002,24317,1,2026-04:87143416,no_covariate_row,-1,
2003,24284,1,2023-08:59090932,filled,24283,59090932.0
2003,24289,1,2024-01:65024769,filled,24288,65024769.0
2003,24290,1,2024-01:65024769,filled,24288,65024769.0
2003,24295,1,2024-07:69455744,filled,24294,69455744.0
2003,24296,1,2024-07:69455744,filled,24294,69455744.0
2003,24316,1,2026-04:87143416,no_covariate_row,-1,
2003,24317,1,2026-04:87143416,no_covariate_row,-1,
2005,24274,1,2022-10:26777665,filled,24273,26777665.0
2005,24275,1,2022-10:26777665,filled,24273,26777665.0
2005,24316,1,2026-04:87143416,no_covariate_row,-1,
2005,24317,1,2026-04:87143416,no_covariate_row,-1,
2006,24284,1,2023-08:59090932,filled,24283,59090932.0
2006,24289,1,2024-01:65024769,filled,24288,65024769.0
2006,24290,1,2024-01:65024769,filled,24288,65024769.0
2006,24295,1,2024-07:69455744,filled,24294,69455744.0
2006,24296,1,2024-07:69455744,filled,24294,69455744.0
2006,24316,1,2026-04:87143416,no_covariate_row,-1,
2006,24317,1,2026-04:87143416,no_covariate_row,-1,
2007,24271,1,2022-07:26601265,filled,24270,26601265.0
2007,24272,1,2022-07:26601265,filled,24270,26601265.0
2007,24274,1,2022-10:26777665,filled,24273,26777665.0
2007,24275,1,2022-10:26777665,filled,24273,26777665.0
2007,24277,1,2023-01:33607389,filled,24276,33607389.0
2007,24278,1,2023-01:33607389,filled,24276,33607389.0
2007,24316,1,2026-04:87143416,no_covariate_row,-1,
2007,24317,1,2026-04:87143416,no_covariate_row,-1,
2008,24271,1,2022-07:26601265,filled,24270,26601265.0
2008,24272,1,2022-07:26601265,filled,24270,26601265.0
2008,24274,1,2022-10:26777665,filled,24273,26777665.0
2008,24275,1,2022-10:26777665,filled,24273,26777665.0
2008,24277,1,2023-01:33607389,filled,24276,33607389.0
2008,24278,1,2023-01:33607389,filled,24276,33607389.0
2008,24316,1,2026-04:87143416,no_covariate_row,-1,
2008,24317,1,2026-04:87143416,no_covariate_row,-1,
2009,24284,1,2023-08:59090932,filled,24283,59090932.0
2009,24289,1,2024-01:65024769,filled,24288,65024769.0
2009,24290,1,2024-01:65024769,filled,24288,65024769.0
2009,24295,1,2024-07:69455744,filled,24294,69455744.0
2009,24296,1,2024-07:69455744,filled,24294,69455744.0
2009,24316,1,2026-04:87143416,no_covariate_row,-1,
2009,24317,1,2026-04:87143416,no_covariate_row,-1,
2010,24271,1,2022-07:26601265,filled,24270,26601265.0
2010,24272,1,2022-07:26601265,filled,24270,26601265.0
2010,24316,1,2026-04:87143416,no_covariate_row,-1,
2010,24317,1,2026-04:87143416,no_covariate_row,-1,
2011,24274,1,2022-10:26777665,filled,24273,26777665.0
2011,24275,1,2022-10:26777665,filled,24273,26777665.0
2011,24316,1,2026-04:87143416,no_covariate_row,-1,
2011,24317,1,2026-04:87143416,no_covariate_row,-1,
2012,24277,1,2023-01:33607389,filled,24276,33607389.0
2012,24278,1,2023-01:33607389,filled,24276,33607389.0
