test_year,horizon,cohort,n_rows,n_areas,target_months,cohort_sha256,contrast,point_delta_f2,valid_draws,undefined_draws,ci_low,ci_high,interval_status,interval_reason,bootstrap_bundle,comparison_complete
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,A-persistence,0.05220381696924292,2000,0,0.0111634850826106,0.0914863509894833,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,B-persistence,0.06471336078124668,2000,0,0.02544891601789579,0.10295508394779636,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,C-persistence,0.0998002093711502,2000,0,0.062247396405550846,0.13586243100551842,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,D-persistence,0.0661032003590134,2000,0,0.029514728493970018,0.10278978553843703,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,A-always_crisis,-0.06820288223608828,2000,0,-0.08863776853227212,-0.04786307724019076,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,B-always_crisis,-0.055693338424084526,2000,0,-0.07443787831959257,-0.03779109317653657,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,C-always_crisis,-0.020606489834181008,2000,0,-0.03327329093239751,-0.008879707879700672,ok,,y2025_h12_persistence_subset,True
2025,12,persistence_subset,1077,889,2025-04;2025-07;2025-10,58564409541f8097bedcced973956a8cd17d81be67d6b4115c43b89f8239374e,D-always_crisis,-0.0543034988463178,2000,0,-0.07522647029042936,-0.03421404770207324,ok,,y2025_h12_persistence_subset,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B-A,0.0,2000,0,0.0,0.0,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C-B,0.0,2000,0,0.0,0.0,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D-C,-0.01555338770358694,2000,0,-0.030560341773224746,-0.0019014556942331998,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_primary,True
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D-always_crisis,-0.01555338770358694,2000,0,-0.030560341773224746,-0.0019014556942331998,ok,,y2026_h00_primary,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A-persistence,0.05327951058068392,2000,0,0.025487827010281145,0.08247732358561262,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B-persistence,0.05327951058068392,2000,0,0.025487827010281145,0.08247732358561262,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C-persistence,0.05327951058068392,2000,0,0.025487827010281145,0.08247732358561262,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D-persistence,0.03772612287709698,2000,0,0.013892522468992675,0.06367277218711603,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h00_persistence_subset,True
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D-always_crisis,-0.01555338770358694,2000,0,-0.030560341773224746,-0.0019014556942331998,ok,,y2026_h00_persistence_subset,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B-A,0.08769385761387227,2000,0,0.029520952015226493,0.15419153123023546,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C-B,-0.03260233918128663,2000,0,-0.07155496355604203,-0.002835362554112555,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D-C,-0.026062467997951866,2000,0,-0.08120724879121499,0.028870259359060166,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,A-always_crisis,-0.08769385761387227,2000,0,-0.15419153123023557,-0.02952095201522652,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C-always_crisis,-0.03260233918128663,2000,0,-0.07155496355604203,-0.002835362554112555,ok,,y2026_h12_primary,True
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D-always_crisis,-0.0586648071792385,2000,0,-0.11764187795491572,-0.006642844053509345,ok,,y2026_h12_primary,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,A-persistence,0.19038446152615285,2000,0,0.07214376080210097,0.3159010401536726,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B-persistence,0.2780783191400251,2000,0,0.17594466644983217,0.38625650079075197,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C-persistence,0.2454759799587385,2000,0,0.13057845344236876,0.3544360729076753,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D-persistence,0.21941351196078662,2000,0,0.12208937974374177,0.3199850597109562,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,A-always_crisis,-0.08769385761387227,2000,0,-0.15419153123023557,-0.02952095201522652,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B-always_crisis,0.0,2000,0,0.0,0.0,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C-always_crisis,-0.03260233918128663,2000,0,-0.07155496355604203,-0.002835362554112555,ok,,y2026_h12_persistence_subset,True
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D-always_crisis,-0.0586648071792385,2000,0,-0.11764187795491572,-0.006642844053509345,ok,,y2026_h12_persistence_subset,True
