column,status,n_mismatch,horizon,unmatched_keys,skipped_invalid_phase_ref_rows
Rainf_f_tavg_mean__slope12_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__roll12_std_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__roll12_iqr_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__deficit_stress__share12_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__deficit_stress__months_since_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__deficit_stress__longest_run12_asof3_s3,ok,0,3,0,18
Rainf_f_tavg_mean__deficit_stress__any12_asof3_s3,ok,0,3,0,18
neighbor3_mean__Rainf_f_tavg_mean__deficit_stress__share12_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__l3_s3,ok,0,3,0,18
Tair_f_tavg_mean__roll3_mean_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__roll6_mean_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__roll12_mean_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__slope6_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__slope12_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__roll12_std_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__roll12_iqr_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__hot_stress__share12_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__hot_stress__months_since_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__hot_stress__longest_run12_asof3_s3,ok,0,3,0,18
Tair_f_tavg_mean__hot_stress__any12_asof3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__l3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__roll3_mean_asof3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__roll6_mean_asof3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__roll12_mean_asof3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__slope6_asof3_s3,ok,0,3,0,18
SoilMoi00_10cm_tavg_mean__slope12_asof3_s3,ok,0,3,0,18
EVI_mean__l3_s3,ok,0,3,0,18
EVI_mean__roll3_mean_asof3_s3,ok,0,3,0,18
EVI_mean__roll6_mean_asof3_s3,ok,0,3,0,18
EVI_mean__roll12_mean_asof3_s3,ok,0,3,0,18
EVI_mean__slope6_asof3_s3,ok,0,3,0,18
EVI_mean__slope12_asof3_s3,ok,0,3,0,18
EVI_mean__roll12_std_asof3_s3,ok,0,3,0,18
EVI_mean__roll12_iqr_asof3_s3,ok,0,3,0,18
EVI_mean__vegetation_stress__share12_asof3_s3,ok,0,3,0,18
EVI_mean__vegetation_stress__months_since_asof3_s3,ok,0,3,0,18
EVI_mean__vegetation_stress__longest_run12_asof3_s3,ok,0,3,0,18
EVI_mean__vegetation_stress__any12_asof3_s3,ok,0,3,0,18
GPP_mean__l3_s3,ok,0,3,0,18
GPP_mean__roll3_mean_asof3_s3,ok,0,3,0,18
GPP_mean__roll6_mean_asof3_s3,ok,0,3,0,18
GPP_mean__roll12_mean_asof3_s3,ok,0,3,0,18
GPP_mean__slope6_asof3_s3,ok,0,3,0,18
GPP_mean__slope12_asof3_s3,ok,0,3,0,18
GPP_mean__roll12_std_asof3_s3,ok,0,3,0,18
GPP_mean__roll12_iqr_asof3_s3,ok,0,3,0,18
GPP_mean__vegetation_stress__share12_asof3_s3,ok,0,3,0,18
GPP_mean__vegetation_stress__months_since_asof3_s3,ok,0,3,0,18
GPP_mean__vegetation_stress__longest_run12_asof3_s3,ok,0,3,0,18
GPP_mean__vegetation_stress__any12_asof3_s3,ok,0,3,0,18
nightlight_mean__l3_s3,ok,0,3,0,18
nightlight_mean__roll3_mean_asof3_s3,ok,0,3,0,18
nightlight_mean__roll6_mean_asof3_s3,ok,0,3,0,18
nightlight_mean__roll12_mean_asof3_s3,ok,0,3,0,18
nightlight_mean__slope6_asof3_s3,ok,0,3,0,18
nightlight_mean__slope12_asof3_s3,ok,0,3,0,18
event_count_violence__l3_s3,ok,0,3,0,18
event_count_violence__roll3_mean_asof3_s3,ok,0,3,0,18
event_count_violence__roll3_sum_asof3_s3,ok,0,3,0,18
event_count_violence__roll6_mean_asof3_s3,ok,0,3,0,18
event_count_violence__roll6_sum_asof3_s3,ok,0,3,0,18
event_count_violence__roll12_mean_asof3_s3,ok,0,3,0,18
event_count_violence__roll12_sum_asof3_s3,ok,0,3,0,18
event_count_violence__slope6_asof3_s3,ok,0,3,0,18
event_count_violence__slope12_asof3_s3,ok,0,3,0,18
event_count_violence__roll12_std_asof3_s3,ok,0,3,0,18
event_count_violence__roll12_iqr_asof3_s3,ok,0,3,0,18
event_count_violence__nonzero_stress__share12_asof3_s3,ok,0,3,0,18
event_count_violence__nonzero_stress__months_since_asof3_s3,ok,0,3,0,18
event_count_violence__nonzero_stress__longest_run12_asof3_s3,ok,0,3,0,18
event_count_violence__nonzero_stress__any12_asof3_s3,ok,0,3,0,18
neighbor3_mean__event_count_violence__nonzero_stress__share12_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__l3_s3,ok,0,3,0,18
sum_fatalities_violence__roll3_mean_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__roll3_sum_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__roll6_mean_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__roll6_sum_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__roll12_mean_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__roll12_sum_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__slope6_asof3_s3,ok,0,3,0,18
sum_fatalities_violence__slope12_asof3_s3,ok,0,3,0,18
FAO_price__l3_s3,ok,0,3,0,18
FAO_price__roll3_mean_asof3_s3,ok,0,3,0,18
FAO_price__roll6_mean_asof3_s3,ok,0,3,0,18
FAO_price__roll12_mean_asof3_s3,ok,0,3,0,18
FAO_price__slope6_asof3_s3,ok,0,3,0,18
FAO_price__slope12_asof3_s3,ok,0,3,0,18
FAO_price__roll12_std_asof3_s3,ok,0,3,0,18
FAO_price__roll12_iqr_asof3_s3,ok,0,3,0,18
FAO_price__price_shock_stress__share12_asof3_s3,ok,0,3,0,18
FAO_price__price_shock_stress__months_since_asof3_s3,ok,0,3,0,18
FAO_price__price_shock_stress__longest_run12_asof3_s3,ok,0,3,0,18
FAO_price__price_shock_stress__any12_asof3_s3,ok,0,3,0,18
WFP_Price__l3_s3,ok,0,3,0,18
WFP_Price__roll3_mean_asof3_s3,ok,0,3,0,18
WFP_Price__roll6_mean_asof3_s3,ok,0,3,0,18
WFP_Price__roll12_mean_asof3_s3,ok,0,3,0,18
WFP_Price__slope6_asof3_s3,ok,0,3,0,18
WFP_Price__slope12_asof3_s3,ok,0,3,0,18
WFP_Price__roll12_std_asof3_s3,ok,0,3,0,18
WFP_Price__roll12_iqr_asof3_s3,ok,0,3,0,18
WFP_Price__price_shock_stress__share12_asof3_s3,ok,0,3,0,18
WFP_Price__price_shock_stress__months_since_asof3_s3,ok,0,3,0,18
WFP_Price__price_shock_stress__longest_run12_asof3_s3,ok,0,3,0,18
WFP_Price__price_shock_stress__any12_asof3_s3,ok,0,3,0,18
food_price_index_WB__l3_s3,ok,0,3,0,18
food_price_index_WB__roll3_mean_asof3_s3,ok,0,3,0,18
food_price_index_WB__roll6_mean_asof3_s3,ok,0,3,0,18
food_price_index_WB__roll12_mean_asof3_s3,ok,0,3,0,18
food_price_index_WB__slope6_asof3_s3,ok,0,3,0,18
food_price_index_WB__slope12_asof3_s3,ok,0,3,0,18
food_inflation_wb__l3_s3,ok,0,3,0,18
food_inflation_wb__roll3_mean_asof3_s3,ok,0,3,0,18
food_inflation_wb__roll6_mean_asof3_s3,ok,0,3,0,18
food_inflation_wb__roll12_mean_asof3_s3,ok,0,3,0,18
food_inflation_wb__slope6_asof3_s3,ok,0,3,0,18
food_inflation_wb__slope12_asof3_s3,ok,0,3,0,18
food_inflation_wb__roll12_std_asof3_s3,ok,0,3,0,18
food_inflation_wb__roll12_iqr_asof3_s3,ok,0,3,0,18
food_inflation_wb__price_shock_stress__share12_asof3_s3,ok,0,3,0,18
food_inflation_wb__price_shock_stress__months_since_asof3_s3,ok,0,3,0,18
food_inflation_wb__price_shock_stress__longest_run12_asof3_s3,ok,0,3,0,18
food_inflation_wb__price_shock_stress__any12_asof3_s3,ok,0,3,0,18
nino34_anom__forecast_sequence_s3,ok,0,3,0,18
nino34_anom__l12_delayed_control_s3,ok,0,3,0,18
Rainf_f_tavg_mean__l3_s3__x__market_access_s3,ok,0,3,0,18
Tair_f_tavg_mean__l3_s3__x__popdensity_s3,ok,0,3,0,18
event_count_violence__l3_s3__x__elevation_s3,ok,0,3,0,18
FAO_price__l3_s3__x__coastline_dist_s3,ok,0,3,0,18
AEZ_32000,ok,0,6,0,18
AEZ_34000,ok,0,6,0,18
AEZ_36000,ok,0,6,0,18
AEZ_38000,ok,0,6,0,18
AEZ_42000,ok,0,6,0,18
AEZ_7000,ok,0,6,0,18
crop,ok,0,6,0,18
elevation,ok,0,6,0,18
market_access,ok,0,6,0,18
popdensity,ok,0,6,0,18
range,ok,0,6,0,18
ruggedness,ok,0,6,0,18
slope,ok,0,6,0,18
AEZ_10000,ok,0,6,0,18
AEZ_12000,ok,0,6,0,18
AEZ_17000,ok,0,6,0,18
AEZ_19000,ok,0,6,0,18
AEZ_20000,ok,0,6,0,18
AEZ_25000,ok,0,6,0,18
AEZ_28000,ok,0,6,0,18
AEZ_30000,ok,0,6,0,18
AEZ_31000,ok,0,6,0,18
AEZ_33000,ok,0,6,0,18
AEZ_35000,ok,0,6,0,18
AEZ_4000,ok,0,6,0,18
AEZ_40000,ok,0,6,0,18
AEZ_43000,ok,0,6,0,18
AEZ_9000,ok,0,6,0,18
coastline_dist,ok,0,6,0,18
Rainf_f_tavg_mean__l12,ok,0,6,0,18
Rainf_f_tavg_mean__l15,ok,0,6,0,18
Rainf_f_tavg_mean__l18,ok,0,6,0,18
Rainf_f_tavg_mean__l24,ok,0,6,0,18
Rainf_f_tavg_mean__roll3_mean_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll6_mean_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll12_mean_asof12,ok,0,6,0,18
Tair_f_tavg_mean__l12,ok,0,6,0,18
Tair_f_tavg_mean__l15,ok,0,6,0,18
Tair_f_tavg_mean__l18,ok,0,6,0,18
Tair_f_tavg_mean__l24,ok,0,6,0,18
Tair_f_tavg_mean__roll3_mean_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll6_mean_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll12_mean_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l15,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l18,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l24,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__roll3_mean_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__roll6_mean_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__roll12_mean_asof12,ok,0,6,0,18
EVI_mean__l12,ok,0,6,0,18
EVI_mean__l15,ok,0,6,0,18
EVI_mean__l18,ok,0,6,0,18
EVI_mean__l24,ok,0,6,0,18
EVI_mean__roll3_mean_asof12,ok,0,6,0,18
EVI_mean__roll6_mean_asof12,ok,0,6,0,18
EVI_mean__roll12_mean_asof12,ok,0,6,0,18
GPP_mean__l12,ok,0,6,0,18
GPP_mean__l15,ok,0,6,0,18
GPP_mean__l18,ok,0,6,0,18
GPP_mean__l24,ok,0,6,0,18
GPP_mean__roll3_mean_asof12,ok,0,6,0,18
GPP_mean__roll6_mean_asof12,ok,0,6,0,18
GPP_mean__roll12_mean_asof12,ok,0,6,0,18
nightlight_mean__l12,ok,0,6,0,18
nightlight_mean__l15,ok,0,6,0,18
nightlight_mean__l18,ok,0,6,0,18
nightlight_mean__l24,ok,0,6,0,18
nightlight_mean__roll3_mean_asof12,ok,0,6,0,18
nightlight_mean__roll6_mean_asof12,ok,0,6,0,18
nightlight_mean__roll12_mean_asof12,ok,0,6,0,18
event_count_violence__l12,ok,0,6,0,18
event_count_violence__l15,ok,0,6,0,18
event_count_violence__l18,ok,0,6,0,18
event_count_violence__l24,ok,0,6,0,18
event_count_violence__roll3_mean_asof12,ok,0,6,0,18
event_count_violence__roll3_sum_asof12,ok,0,6,0,18
event_count_violence__roll6_mean_asof12,ok,0,6,0,18
event_count_violence__roll6_sum_asof12,ok,0,6,0,18
event_count_violence__roll12_mean_asof12,ok,0,6,0,18
event_count_violence__roll12_sum_asof12,ok,0,6,0,18
sum_fatalities_violence__l12,ok,0,6,0,18
sum_fatalities_violence__l15,ok,0,6,0,18
sum_fatalities_violence__l18,ok,0,6,0,18
sum_fatalities_violence__l24,ok,0,6,0,18
sum_fatalities_violence__roll3_mean_asof12,ok,0,6,0,18
sum_fatalities_violence__roll3_sum_asof12,ok,0,6,0,18
sum_fatalities_violence__roll6_mean_asof12,ok,0,6,0,18
sum_fatalities_violence__roll6_sum_asof12,ok,0,6,0,18
sum_fatalities_violence__roll12_mean_asof12,ok,0,6,0,18
sum_fatalities_violence__roll12_sum_asof12,ok,0,6,0,18
FAO_price__l12,ok,0,6,0,18
FAO_price__l15,ok,0,6,0,18
FAO_price__l18,ok,0,6,0,18
FAO_price__l24,ok,0,6,0,18
FAO_price__roll3_mean_asof12,ok,0,6,0,18
FAO_price__roll6_mean_asof12,ok,0,6,0,18
FAO_price__roll12_mean_asof12,ok,0,6,0,18
WFP_Price__l12,ok,0,6,0,18
WFP_Price__l15,ok,0,6,0,18
WFP_Price__l18,ok,0,6,0,18
WFP_Price__l24,ok,0,6,0,18
WFP_Price__roll3_mean_asof12,ok,0,6,0,18
WFP_Price__roll6_mean_asof12,ok,0,6,0,18
WFP_Price__roll12_mean_asof12,ok,0,6,0,18
food_price_index_WB__l12,ok,0,6,0,18
food_price_index_WB__l15,ok,0,6,0,18
food_price_index_WB__l18,ok,0,6,0,18
food_price_index_WB__l24,ok,0,6,0,18
food_price_index_WB__roll3_mean_asof12,ok,0,6,0,18
food_price_index_WB__roll6_mean_asof12,ok,0,6,0,18
food_price_index_WB__roll12_mean_asof12,ok,0,6,0,18
food_inflation_wb__l12,ok,0,6,0,18
food_inflation_wb__l15,ok,0,6,0,18
food_inflation_wb__l18,ok,0,6,0,18
food_inflation_wb__l24,ok,0,6,0,18
food_inflation_wb__roll3_mean_asof12,ok,0,6,0,18
food_inflation_wb__roll6_mean_asof12,ok,0,6,0,18
food_inflation_wb__roll12_mean_asof12,ok,0,6,0,18
nino34_anom__l12,ok,0,6,0,18
nino34_anom__l15,ok,0,6,0,18
nino34_anom__l18,ok,0,6,0,18
nino34_anom__l24,ok,0,6,0,18
nino34_anom__roll3_mean_asof12,ok,0,6,0,18
nino34_anom__roll6_mean_asof12,ok,0,6,0,18
nino34_anom__roll12_mean_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__l12,ok,0,6,0,18
bbg_staple_food__composite_mean__l15,ok,0,6,0,18
bbg_staple_food__composite_mean__l18,ok,0,6,0,18
bbg_staple_food__composite_mean__l24,ok,0,6,0,18
bbg_staple_food__composite_mean__roll3_mean_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__roll6_mean_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__roll12_mean_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__l12,ok,0,6,0,18
bbg_oilgas__composite_mean__l15,ok,0,6,0,18
bbg_oilgas__composite_mean__l18,ok,0,6,0,18
bbg_oilgas__composite_mean__l24,ok,0,6,0,18
bbg_oilgas__composite_mean__roll3_mean_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__roll6_mean_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__roll12_mean_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l15,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l18,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l24,ok,0,6,0,18
bbg_soybean_oil__composite_mean__roll3_mean_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__roll6_mean_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__roll12_mean_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__l12,ok,0,6,0,18
bbg_global_food__composite_mean__l15,ok,0,6,0,18
bbg_global_food__composite_mean__l18,ok,0,6,0,18
bbg_global_food__composite_mean__l24,ok,0,6,0,18
bbg_global_food__composite_mean__roll3_mean_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__roll6_mean_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__roll12_mean_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__l12_minus_l24,ok,0,6,0,18
Rainf_f_tavg_mean__l12_ratio_l24,ok,0,6,0,18
Rainf_f_tavg_mean__slope6_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__slope12_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__slope24_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
Tair_f_tavg_mean__l12_minus_l24,ok,0,6,0,18
Tair_f_tavg_mean__l12_ratio_l24,ok,0,6,0,18
Tair_f_tavg_mean__slope6_asof12,ok,0,6,0,18
Tair_f_tavg_mean__slope12_asof12,ok,0,6,0,18
Tair_f_tavg_mean__slope24_asof12,ok,0,6,0,18
Tair_f_tavg_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l12_minus_l24,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__l12_ratio_l24,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__slope6_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__slope12_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__slope24_asof12,ok,0,6,0,18
SoilMoi00_10cm_tavg_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
EVI_mean__l12_minus_l24,ok,0,6,0,18
EVI_mean__l12_ratio_l24,ok,0,6,0,18
EVI_mean__slope6_asof12,ok,0,6,0,18
EVI_mean__slope12_asof12,ok,0,6,0,18
EVI_mean__slope24_asof12,ok,0,6,0,18
EVI_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
GPP_mean__l12_minus_l24,ok,0,6,0,18
GPP_mean__l12_ratio_l24,ok,0,6,0,18
GPP_mean__slope6_asof12,ok,0,6,0,18
GPP_mean__slope12_asof12,ok,0,6,0,18
GPP_mean__slope24_asof12,ok,0,6,0,18
GPP_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
nightlight_mean__l12_minus_l24,ok,0,6,0,18
nightlight_mean__l12_ratio_l24,ok,0,6,0,18
nightlight_mean__slope6_asof12,ok,0,6,0,18
nightlight_mean__slope12_asof12,ok,0,6,0,18
nightlight_mean__slope24_asof12,ok,0,6,0,18
nightlight_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
event_count_violence__l12_minus_l24,ok,0,6,0,18
event_count_violence__l12_ratio_l24,ok,0,6,0,18
event_count_violence__slope6_asof12,ok,0,6,0,18
event_count_violence__slope12_asof12,ok,0,6,0,18
event_count_violence__slope24_asof12,ok,0,6,0,18
event_count_violence__accel6_vs_prev6_asof12,ok,0,6,0,18
sum_fatalities_violence__l12_minus_l24,ok,0,6,0,18
sum_fatalities_violence__l12_ratio_l24,ok,0,6,0,18
sum_fatalities_violence__slope6_asof12,ok,0,6,0,18
sum_fatalities_violence__slope12_asof12,ok,0,6,0,18
sum_fatalities_violence__slope24_asof12,ok,0,6,0,18
sum_fatalities_violence__accel6_vs_prev6_asof12,ok,0,6,0,18
FAO_price__l12_minus_l24,ok,0,6,0,18
FAO_price__l12_ratio_l24,ok,0,6,0,18
FAO_price__slope6_asof12,ok,0,6,0,18
FAO_price__slope12_asof12,ok,0,6,0,18
FAO_price__slope24_asof12,ok,0,6,0,18
FAO_price__accel6_vs_prev6_asof12,ok,0,6,0,18
WFP_Price__l12_minus_l24,ok,0,6,0,18
WFP_Price__l12_ratio_l24,ok,0,6,0,18
WFP_Price__slope6_asof12,ok,0,6,0,18
WFP_Price__slope12_asof12,ok,0,6,0,18
WFP_Price__slope24_asof12,ok,0,6,0,18
WFP_Price__accel6_vs_prev6_asof12,ok,0,6,0,18
food_price_index_WB__l12_minus_l24,ok,0,6,0,18
food_price_index_WB__l12_ratio_l24,ok,0,6,0,18
food_price_index_WB__slope6_asof12,ok,0,6,0,18
food_price_index_WB__slope12_asof12,ok,0,6,0,18
food_price_index_WB__slope24_asof12,ok,0,6,0,18
food_price_index_WB__accel6_vs_prev6_asof12,ok,0,6,0,18
food_inflation_wb__l12_minus_l24,ok,0,6,0,18
food_inflation_wb__l12_ratio_l24,ok,0,6,0,18
food_inflation_wb__slope6_asof12,ok,0,6,0,18
food_inflation_wb__slope12_asof12,ok,0,6,0,18
food_inflation_wb__slope24_asof12,ok,0,6,0,18
food_inflation_wb__accel6_vs_prev6_asof12,ok,0,6,0,18
nino34_anom__l12_minus_l24,ok,0,6,0,18
nino34_anom__l12_ratio_l24,ok,0,6,0,18
nino34_anom__slope6_asof12,ok,0,6,0,18
nino34_anom__slope12_asof12,ok,0,6,0,18
nino34_anom__slope24_asof12,ok,0,6,0,18
nino34_anom__accel6_vs_prev6_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__l12_minus_l24,ok,0,6,0,18
bbg_staple_food__composite_mean__l12_ratio_l24,ok,0,6,0,18
bbg_staple_food__composite_mean__slope6_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__slope12_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__slope24_asof12,ok,0,6,0,18
bbg_staple_food__composite_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__l12_minus_l24,ok,0,6,0,18
bbg_oilgas__composite_mean__l12_ratio_l24,ok,0,6,0,18
bbg_oilgas__composite_mean__slope6_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__slope12_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__slope24_asof12,ok,0,6,0,18
bbg_oilgas__composite_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l12_minus_l24,ok,0,6,0,18
bbg_soybean_oil__composite_mean__l12_ratio_l24,ok,0,6,0,18
bbg_soybean_oil__composite_mean__slope6_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__slope12_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__slope24_asof12,ok,0,6,0,18
bbg_soybean_oil__composite_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__l12_minus_l24,ok,0,6,0,18
bbg_global_food__composite_mean__l12_ratio_l24,ok,0,6,0,18
bbg_global_food__composite_mean__slope6_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__slope12_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__slope24_asof12,ok,0,6,0,18
bbg_global_food__composite_mean__accel6_vs_prev6_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll12_std_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll12_min_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll12_max_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__roll12_iqr_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll12_std_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll12_min_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll12_max_asof12,ok,0,6,0,18
Tair_f_tavg_mean__roll12_iqr_asof12,ok,0,6,0,18
EVI_mean__roll12_std_asof12,ok,0,6,0,18
EVI_mean__roll12_min_asof12,ok,0,6,0,18
EVI_mean__roll12_max_asof12,ok,0,6,0,18
EVI_mean__roll12_iqr_asof12,ok,0,6,0,18
GPP_mean__roll12_std_asof12,ok,0,6,0,18
GPP_mean__roll12_min_asof12,ok,0,6,0,18
GPP_mean__roll12_max_asof12,ok,0,6,0,18
GPP_mean__roll12_iqr_asof12,ok,0,6,0,18
event_count_violence__roll12_std_asof12,ok,0,6,0,18
event_count_violence__roll12_min_asof12,ok,0,6,0,18
event_count_violence__roll12_max_asof12,ok,0,6,0,18
event_count_violence__roll12_iqr_asof12,ok,0,6,0,18
FAO_price__roll12_std_asof12,ok,0,6,0,18
FAO_price__roll12_min_asof12,ok,0,6,0,18
FAO_price__roll12_max_asof12,ok,0,6,0,18
FAO_price__roll12_iqr_asof12,ok,0,6,0,18
WFP_Price__roll12_std_asof12,ok,0,6,0,18
WFP_Price__roll12_min_asof12,ok,0,6,0,18
WFP_Price__roll12_max_asof12,ok,0,6,0,18
WFP_Price__roll12_iqr_asof12,ok,0,6,0,18
food_inflation_wb__roll12_std_asof12,ok,0,6,0,18
food_inflation_wb__roll12_min_asof12,ok,0,6,0,18
food_inflation_wb__roll12_max_asof12,ok,0,6,0,18
food_inflation_wb__roll12_iqr_asof12,ok,0,6,0,18
nino34_anom__roll12_std_asof12,ok,0,6,0,18
nino34_anom__roll12_min_asof12,ok,0,6,0,18
nino34_anom__roll12_max_asof12,ok,0,6,0,18
nino34_anom__roll12_iqr_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__deficit_stress__share12_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__deficit_stress__months_since_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__deficit_stress__longest_run12_asof12,ok,0,6,0,18
Rainf_f_tavg_mean__deficit_stress__any12_asof12,ok,0,6,0,18
Tair_f_tavg_mean__hot_stress__share12_asof12,ok,0,6,0,18
Tair_f_tavg_mean__hot_stress__months_since_asof12,ok,0,6,0,18
Tair_f_tavg_mean__hot_stress__longest_run12_asof12,ok,0,6,0,18
Tair_f_tavg_mean__hot_stress__any12_asof12,ok,0,6,0,18
EVI_mean__vegetation_stress__share12_asof12,ok,0,6,0,18
EVI_mean__vegetation_stress__months_since_asof12,ok,0,6,0,18
EVI_mean__vegetation_stress__longest_run12_asof12,ok,0,6,0,18
EVI_mean__vegetation_stress__any12_asof12,ok,0,6,0,18
GPP_mean__vegetation_stress__share12_asof12,ok,0,6,0,18
GPP_mean__vegetation_stress__months_since_asof12,ok,0,6,0,18
GPP_mean__vegetation_stress__longest_run12_asof12,ok,0,6,0,18
GPP_mean__vegetation_stress__any12_asof12,ok,0,6,0,18
event_count_violence__nonzero_stress__share12_asof12,ok,0,6,0,18
event_count_violence__nonzero_stress__months_since_asof12,ok,0,6,0,18
event_count_violence__nonzero_stress__longest_run12_asof12,ok,0,6,0,18
event_count_violence__nonzero_stress__any12_asof12,ok,0,6,0,18
FAO_price__price_shock_stress__share12_asof12,ok,0,6,0,18
FAO_price__price_shock_stress__months_since_asof12,ok,0,6,0,18
FAO_price__price_shock_stress__longest_run12_asof12,ok,0,6,0,18
FAO_price__price_shock_stress__any12_asof12,ok,0,6,0,18
WFP_Price__price_shock_stress__share12_asof12,ok,0,6,0,18
WFP_Price__price_shock_stress__months_since_asof12,ok,0,6,0,18
WFP_Price__price_shock_stress__longest_run12_asof12,ok,0,6,0,18
WFP_Price__price_shock_stress__any12_asof12,ok,0,6,0,18
food_inflation_wb__price_shock_stress__share12_asof12,ok,0,6,0,18
food_inflation_wb__price_shock_stress__months_since_asof12,ok,0,6,0,18
food_inflation_wb__price_shock_stress__longest_run12_asof12,ok,0,6,0,18
food_inflation_wb__price_shock_stress__any12_asof12,ok,0,6,0,18
