test_year,horizon,n_primary,cohort,branch,view,status,reason,n,n_areas,raw_r2,raw_rmse,raw_mae,raw_bias,raw_mean_truth,raw_mean_pred,final_r2,final_rmse,final_mae,final_bias,final_mean_truth,final_mean_pred,raw_auc,final_auc,final_within_month_auc,within_month_auc_months,within_month_auc_undefined_months,raw_within_month_auc,bin_f1,bin_recall,bin_precision,bin_f2,bin_tp,bin_fp,bin_fn,bin_tn,legacy_phase_accuracy,legacy_multiclass_macro_f1,legacy_f1,legacy_recall,legacy_precision,legacy_f2,legacy_tp,legacy_fp,legacy_fn,legacy_tn,q3_binary_vs_legacy_disagreements,n_clipped,n_fallback_direct,n_residual_branch
2025,0,1876,primary,augmented,D_selected,ok,,1876.0,904.0,-0.3124882906662956,0.1486228911069204,0.11684804872146994,0.057314300821867704,0.22492004264392326,0.28223434346579096,-0.3124882906662956,0.1486228911069204,0.11684804872146994,0.057314300821867704,0.22492004264392326,0.28223434346579096,0.7080151254223883,0.7080151254223883,0.7081888735428431,3.0,1.0,0.7081888735428431,0.7276542173730591,0.8609731876861966,0.6300872093023255,0.8021835677276091,867.0,509.0,140.0,360.0,0.585820895522388,0.29511633290025835,0.7276542173730591,0.8609731876861966,0.6300872093023255,0.8021835677276091,867.0,509.0,140.0,360.0,0.0,0.0,0.0,0.0
2025,0,1876,share_history_subset,augmented,D_selected,ok,,1849.0,904.0,-0.28809050083443877,0.14714235401445003,0.115365277110257,0.05523756447073381,0.2259599783666847,0.2811975428374185,-0.28809050083443877,0.14714235401445003,0.115365277110257,0.05523756447073381,0.2259599783666847,0.2811975428374185,0.7147698999114093,0.7147698999114093,0.7101477401225512,3.0,1.0,0.7101477401225512,0.7327659574468085,0.8601398601398601,0.6382505559673832,0.804221931627125,861.0,488.0,140.0,360.0,0.591130340724716,0.29822990090677176,0.7327659574468085,0.8601398601398601,0.6382505559673832,0.804221931627125,861.0,488.0,140.0,360.0,0.0,0.0,0.0,0.0
2025,0,1876,share_history_subset,-,share_persistence,ok,,1849.0,,,,,,,,-0.8201461718615142,0.17491121003901158,0.1245043636933974,0.04197103814309644,0.2259599783666847,0.26793101650978113,,0.7523608467004693,,,,,0.7632229362333168,0.7712287712287712,0.7553816046966731,0.7680063668921607,772.0,250.0,229.0,598.0,,,,,,,,,,,,,,
2025,0,1876,phase_persistence_subset,-,phase_persistence,ok,,1851.0,,,,,,,,,,,,,,,,,,,,0.7471321695760599,0.7482517482517482,0.7460159362549801,0.7478035143769968,749.0,255.0,252.0,595.0,0.6018368449486764,,,,,,,,,,,,,
2025,0,1876,primary,-,always_crisis,ok,,1876.0,,,,,,,,,,,,,,,,,,,,0.6985778702740201,1.0,0.5367803837953091,0.8528116531165312,1007.0,869.0,0.0,0.0,,,,,,,,,,,,,,
2025,3,275,primary,original,D_direct,ok,,275.0,132.0,-0.9381246556186462,0.18183356557936672,0.1525892338102514,0.11868848464705728,0.21363636363636362,0.3323248482834209,-0.33872186146022254,0.15112223902354407,0.12061294039672625,0.06214050163941442,0.21363636363636362,0.275776865275778,0.6693650793650795,0.6693650793650795,0.7351251737386217,2.0,1.0,0.7351251737386217,0.7098591549295775,0.9,0.586046511627907,0.8129032258064516,126.0,89.0,14.0,46.0,0.5309090909090909,0.24881256850566313,0.7068062827225131,0.9642857142857143,0.5578512396694215,0.8416458852867831,135.0,107.0,5.0,28.0,27.0,0.0,0.0,0.0
2025,3,275,share_history_subset,original,D_direct,ok,,256.0,132.0,-0.7634970418504379,0.17267931182911106,0.14503964793402702,0.10920113481115551,0.2169921875,0.3261933223111555,-0.2222002640928462,0.14375538697584506,0.11396760894502786,0.05265315180351264,0.2169921875,0.26964533930351264,0.6965378027893319,0.6965378027893319,0.7479388903835993,2.0,1.0,0.7479388903835993,0.7272727272727273,0.8955223880597015,0.6122448979591837,0.819672131147541,120.0,76.0,14.0,46.0,0.546875,0.2563877880230219,0.7226890756302521,0.9626865671641791,0.57847533632287,0.849802371541502,129.0,94.0,5.0,28.0,27.0,0.0,0.0,0.0
2025,3,275,primary,original,D_residual,ok,,275.0,132.0,-0.8769630403946707,0.17894149530966402,0.14059112909522029,0.09320629099158409,0.21363636363636362,0.3068426546279477,-0.02989365400787225,0.13254989644019416,0.11218347935790515,0.049700978954275124,0.21363636363636362,0.26333734259063873,0.6705291005291005,0.6687037037037037,0.7073717617051346,2.0,1.0,0.7305613643016067,0.6963788300835655,0.8928571428571429,0.5707762557077626,0.8023106546854942,125.0,94.0,15.0,41.0,0.5454545454545454,0.27318953232283977,0.7002801120448179,0.8928571428571429,0.576036866359447,0.8043758043758044,125.0,92.0,15.0,43.0,2.0,0.0,19.0,256.0
2025,3,275,share_history_subset,original,D_residual,ok,,256.0,132.0,-0.6972094571255558,0.16940283067296588,0.13215105888467718,0.08182768459531517,0.2169921875,0.2988198720953152,0.019180251468126852,0.12877973951209806,0.10821938910263436,0.04450270855695502,0.2169921875,0.26149489605695503,0.7068142892096893,0.6860472229018839,0.7195905094578807,2.0,1.0,0.7500324190553753,0.7125748502994012,0.8880597014925373,0.595,0.8084239130434783,119.0,81.0,15.0,41.0,0.5625,0.28160919540229884,0.7168674698795181,0.8880597014925373,0.601010101010101,0.8106267029972752,119.0,79.0,15.0,43.0,2.0,0.0,0.0,256.0
2025,3,275,primary,original,D_selected,ok,,275.0,132.0,-0.9381246556186462,0.18183356557936672,0.1525892338102514,0.11868848464705728,0.21363636363636362,0.3323248482834209,-0.33872186146022254,0.15112223902354407,0.12061294039672625,0.06214050163941442,0.21363636363636362,0.275776865275778,0.6693650793650795,0.6693650793650795,0.7351251737386217,2.0,1.0,0.7351251737386217,0.7098591549295775,0.9,0.586046511627907,0.8129032258064516,126.0,89.0,14.0,46.0,0.5309090909090909,0.24881256850566313,0.7068062827225131,0.9642857142857143,0.5578512396694215,0.8416458852867831,135.0,107.0,5.0,28.0,27.0,0.0,0.0,0.0
