check,pass,detail
mapping_fit_rows_y2026_h06_o2025-10_D_residual_residual,True,
mapping_shift_y2026_h06_o2025-10_D_residual_residual,True,
mapping_fit_rows_y2026_h06_o2025-10_D_residual_fallback_direct,True,
mapping_shift_y2026_h06_o2025-10_D_residual_fallback_direct,True,
mapping_fit_rows_y2025_h12_o2024-04_A_direct,True,
mapping_shift_y2025_h12_o2024-04_A_direct,True,
mapping_fit_rows_y2025_h12_o2024-04_B_direct,True,
mapping_shift_y2025_h12_o2024-04_B_direct,True,
mapping_fit_rows_y2025_h12_o2024-04_C_direct,True,
mapping_shift_y2025_h12_o2024-04_C_direct,True,
mapping_fit_rows_y2025_h12_o2024-04_D_residual_residual,True,
mapping_isotonic_y2025_h12_o2024-04_D_residual_residual,True,
mapping_fit_rows_y2025_h12_o2024-04_D_residual_fallback_direct,True,
mapping_isotonic_y2025_h12_o2024-04_D_residual_fallback_direct,True,
mapping_fit_rows_y2025_h12_o2024-07_A_direct,True,
mapping_shift_y2025_h12_o2024-07_A_direct,True,
mapping_fit_rows_y2025_h12_o2024-07_B_direct,True,
mapping_shift_y2025_h12_o2024-07_B_direct,True,
mapping_fit_rows_y2025_h12_o2024-07_C_direct,True,
mapping_shift_y2025_h12_o2024-07_C_direct,True,
mapping_fit_rows_y2025_h12_o2024-07_D_residual_residual,True,
mapping_isotonic_y2025_h12_o2024-07_D_residual_residual,True,
mapping_fit_rows_y2025_h12_o2024-07_D_residual_fallback_direct,True,
mapping_isotonic_y2025_h12_o2024-07_D_residual_fallback_direct,True,
mapping_fit_rows_y2025_h12_o2024-09_A_direct,True,
mapping_shift_y2025_h12_o2024-09_A_direct,True,
mapping_fit_rows_y2025_h12_o2024-09_B_direct,True,
mapping_shift_y2025_h12_o2024-09_B_direct,True,
mapping_fit_rows_y2025_h12_o2024-09_C_direct,True,
mapping_shift_y2025_h12_o2024-09_C_direct,True,
mapping_fit_rows_y2025_h12_o2024-09_D_residual_residual,True,
mapping_isotonic_y2025_h12_o2024-09_D_residual_residual,True,
mapping_fit_rows_y2025_h12_o2024-09_D_residual_fallback_direct,True,
mapping_isotonic_y2025_h12_o2024-09_D_residual_fallback_direct,True,
mapping_fit_rows_y2025_h12_o2024-10_A_direct,True,
mapping_shift_y2025_h12_o2024-10_A_direct,True,
mapping_fit_rows_y2025_h12_o2024-10_B_direct,True,
mapping_shift_y2025_h12_o2024-10_B_direct,True,
mapping_fit_rows_y2025_h12_o2024-10_C_direct,True,
mapping_shift_y2025_h12_o2024-10_C_direct,True,
mapping_fit_rows_y2025_h12_o2024-10_D_residual_residual,True,
mapping_isotonic_y2025_h12_o2024-10_D_residual_residual,True,
mapping_fit_rows_y2025_h12_o2024-10_D_residual_fallback_direct,True,
mapping_isotonic_y2025_h12_o2024-10_D_residual_fallback_direct,True,
mapping_fit_rows_y2026_h12_o2025-04_A_direct,True,
mapping_isotonic_y2026_h12_o2025-04_A_direct,True,
mapping_fit_rows_y2026_h12_o2025-04_B_direct,True,
mapping_isotonic_y2026_h12_o2025-04_B_direct,True,
mapping_fit_rows_y2026_h12_o2025-04_C_direct,True,
mapping_isotonic_y2026_h12_o2025-04_C_direct,True,
mapping_fit_rows_y2026_h12_o2025-04_D_direct_direct,True,
mapping_shift_y2026_h12_o2025-04_D_direct_direct,True,
mapping_fit_rows_y2026_h12_o2025-04_D_residual_residual,True,
mapping_shift_y2026_h12_o2025-04_D_residual_residual,True,
mapping_fit_rows_y2026_h12_o2025-04_D_residual_fallback_direct,True,
mapping_shift_y2026_h12_o2025-04_D_residual_fallback_direct,True,
heldout_rebuild_2025_A_2023-08,True,
heldout_rebuild_2025_A_2024-01,True,
heldout_rebuild_2025_A_2024-07,True,
heldout_rebuild_2025_B_2023-08,True,
heldout_rebuild_2025_B_2024-01,True,
heldout_rebuild_2025_B_2024-07,True,
heldout_rebuild_2025_D_direct_2023-08,True,
heldout_rebuild_2025_D_direct_2024-01,True,
heldout_rebuild_2025_D_direct_2024-07,True,
heldout_rebuild_2025_D_residual_2023-08,True,
heldout_rebuild_2025_D_residual_2024-01,True,
heldout_rebuild_2025_D_residual_2024-07,True,
heldout_rebuild_2026_A_2025-07,True,
heldout_rebuild_2026_A_2025-09,True,
heldout_rebuild_2026_A_2025-10,True,
heldout_rebuild_2026_B_2025-07,True,
heldout_rebuild_2026_B_2025-09,True,
heldout_rebuild_2026_B_2025-10,True,
heldout_rebuild_2026_D_direct_2025-07,True,
heldout_rebuild_2026_D_direct_2025-09,True,
heldout_rebuild_2026_D_direct_2025-10,True,
heldout_rebuild_2026_D_residual_2025-07,True,
heldout_rebuild_2026_D_residual_2025-09,True,
heldout_rebuild_2026_D_residual_2025-10,True,
model_hash_y2025_h00_o2025-04_A_q2.ubj,True,
model_hash_y2025_h00_o2025-04_A_q4.ubj,True,
model_hash_y2025_h00_o2025-04_A_q5.ubj,True,
model_hash_y2025_h00_o2025-04_A_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-04_A_q2,True,
model_predicts_y2025_h00_o2025-04_A_q4,True,
model_predicts_y2025_h00_o2025-04_A_q5,True,
model_predicts_y2025_h00_o2025-04_A_q3,True,
model_hash_y2025_h00_o2025-04_B_q2.ubj,True,
model_hash_y2025_h00_o2025-04_B_q4.ubj,True,
model_hash_y2025_h00_o2025-04_B_q5.ubj,True,
model_hash_y2025_h00_o2025-04_B_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-04_B_q2,True,
model_predicts_y2025_h00_o2025-04_B_q4,True,
model_predicts_y2025_h00_o2025-04_B_q5,True,
model_predicts_y2025_h00_o2025-04_B_q3,True,
model_hash_y2025_h00_o2025-04_D_direct_q2.ubj,True,
model_hash_y2025_h00_o2025-04_D_direct_q4.ubj,True,
model_hash_y2025_h00_o2025-04_D_direct_q5.ubj,True,
model_hash_y2025_h00_o2025-04_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-04_D_direct_q2,True,
model_predicts_y2025_h00_o2025-04_D_direct_q4,True,
model_predicts_y2025_h00_o2025-04_D_direct_q5,True,
model_predicts_y2025_h00_o2025-04_D_direct_q3,True,
model_hash_y2025_h00_o2025-04_D_residual_q2.ubj,True,
model_hash_y2025_h00_o2025-04_D_residual_q4.ubj,True,
model_hash_y2025_h00_o2025-04_D_residual_q5.ubj,True,
model_hash_y2025_h00_o2025-04_D_residual_q3_direct.ubj,True,
model_hash_y2025_h00_o2025-04_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h00_o2025-04_D_residual_q2,True,
model_predicts_y2025_h00_o2025-04_D_residual_q4,True,
model_predicts_y2025_h00_o2025-04_D_residual_q5,True,
model_predicts_y2025_h00_o2025-04_D_residual_q3,True,
model_hash_y2025_h00_o2025-07_A_q2.ubj,True,
model_hash_y2025_h00_o2025-07_A_q4.ubj,True,
model_hash_y2025_h00_o2025-07_A_q5.ubj,True,
model_hash_y2025_h00_o2025-07_A_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-07_A_q2,True,
model_predicts_y2025_h00_o2025-07_A_q4,True,
model_predicts_y2025_h00_o2025-07_A_q5,True,
model_predicts_y2025_h00_o2025-07_A_q3,True,
model_hash_y2025_h00_o2025-07_B_q2.ubj,True,
model_hash_y2025_h00_o2025-07_B_q4.ubj,True,
model_hash_y2025_h00_o2025-07_B_q5.ubj,True,
model_hash_y2025_h00_o2025-07_B_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-07_B_q2,True,
model_predicts_y2025_h00_o2025-07_B_q4,True,
model_predicts_y2025_h00_o2025-07_B_q5,True,
model_predicts_y2025_h00_o2025-07_B_q3,True,
model_hash_y2025_h00_o2025-07_D_direct_q2.ubj,True,
model_hash_y2025_h00_o2025-07_D_direct_q4.ubj,True,
model_hash_y2025_h00_o2025-07_D_direct_q5.ubj,True,
model_hash_y2025_h00_o2025-07_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-07_D_direct_q2,True,
model_predicts_y2025_h00_o2025-07_D_direct_q4,True,
model_predicts_y2025_h00_o2025-07_D_direct_q5,True,
model_predicts_y2025_h00_o2025-07_D_direct_q3,True,
model_hash_y2025_h00_o2025-07_D_residual_q2.ubj,True,
model_hash_y2025_h00_o2025-07_D_residual_q4.ubj,True,
model_hash_y2025_h00_o2025-07_D_residual_q5.ubj,True,
model_hash_y2025_h00_o2025-07_D_residual_q3_direct.ubj,True,
model_hash_y2025_h00_o2025-07_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h00_o2025-07_D_residual_q2,True,
model_predicts_y2025_h00_o2025-07_D_residual_q4,True,
model_predicts_y2025_h00_o2025-07_D_residual_q5,True,
model_predicts_y2025_h00_o2025-07_D_residual_q3,True,
model_hash_y2025_h00_o2025-09_A_q2.ubj,True,
model_hash_y2025_h00_o2025-09_A_q4.ubj,True,
model_hash_y2025_h00_o2025-09_A_q5.ubj,True,
model_hash_y2025_h00_o2025-09_A_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-09_A_q2,True,
model_predicts_y2025_h00_o2025-09_A_q4,True,
model_predicts_y2025_h00_o2025-09_A_q5,True,
model_predicts_y2025_h00_o2025-09_A_q3,True,
model_hash_y2025_h00_o2025-09_B_q2.ubj,True,
model_hash_y2025_h00_o2025-09_B_q4.ubj,True,
model_hash_y2025_h00_o2025-09_B_q5.ubj,True,
model_hash_y2025_h00_o2025-09_B_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-09_B_q2,True,
model_predicts_y2025_h00_o2025-09_B_q4,True,
model_predicts_y2025_h00_o2025-09_B_q5,True,
model_predicts_y2025_h00_o2025-09_B_q3,True,
model_hash_y2025_h00_o2025-09_D_direct_q2.ubj,True,
model_hash_y2025_h00_o2025-09_D_direct_q4.ubj,True,
model_hash_y2025_h00_o2025-09_D_direct_q5.ubj,True,
model_hash_y2025_h00_o2025-09_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-09_D_direct_q2,True,
model_predicts_y2025_h00_o2025-09_D_direct_q4,True,
model_predicts_y2025_h00_o2025-09_D_direct_q5,True,
model_predicts_y2025_h00_o2025-09_D_direct_q3,True,
model_hash_y2025_h00_o2025-09_D_residual_q2.ubj,True,
model_hash_y2025_h00_o2025-09_D_residual_q4.ubj,True,
model_hash_y2025_h00_o2025-09_D_residual_q5.ubj,True,
model_hash_y2025_h00_o2025-09_D_residual_q3_direct.ubj,True,
model_hash_y2025_h00_o2025-09_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h00_o2025-09_D_residual_q2,True,
model_predicts_y2025_h00_o2025-09_D_residual_q4,True,
model_predicts_y2025_h00_o2025-09_D_residual_q5,True,
model_predicts_y2025_h00_o2025-09_D_residual_q3,True,
model_hash_y2025_h00_o2025-10_A_q2.ubj,True,
model_hash_y2025_h00_o2025-10_A_q4.ubj,True,
model_hash_y2025_h00_o2025-10_A_q5.ubj,True,
model_hash_y2025_h00_o2025-10_A_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-10_A_q2,True,
model_predicts_y2025_h00_o2025-10_A_q4,True,
model_predicts_y2025_h00_o2025-10_A_q5,True,
model_predicts_y2025_h00_o2025-10_A_q3,True,
model_hash_y2025_h00_o2025-10_B_q2.ubj,True,
model_hash_y2025_h00_o2025-10_B_q4.ubj,True,
model_hash_y2025_h00_o2025-10_B_q5.ubj,True,
model_hash_y2025_h00_o2025-10_B_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-10_B_q2,True,
model_predicts_y2025_h00_o2025-10_B_q4,True,
model_predicts_y2025_h00_o2025-10_B_q5,True,
model_predicts_y2025_h00_o2025-10_B_q3,True,
model_hash_y2025_h00_o2025-10_D_direct_q2.ubj,True,
model_hash_y2025_h00_o2025-10_D_direct_q4.ubj,True,
model_hash_y2025_h00_o2025-10_D_direct_q5.ubj,True,
model_hash_y2025_h00_o2025-10_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h00_o2025-10_D_direct_q2,True,
model_predicts_y2025_h00_o2025-10_D_direct_q4,True,
model_predicts_y2025_h00_o2025-10_D_direct_q5,True,
model_predicts_y2025_h00_o2025-10_D_direct_q3,True,
model_hash_y2025_h00_o2025-10_D_residual_q2.ubj,True,
model_hash_y2025_h00_o2025-10_D_residual_q4.ubj,True,
model_hash_y2025_h00_o2025-10_D_residual_q5.ubj,True,
model_hash_y2025_h00_o2025-10_D_residual_q3_direct.ubj,True,
model_hash_y2025_h00_o2025-10_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h00_o2025-10_D_residual_q2,True,
model_predicts_y2025_h00_o2025-10_D_residual_q4,True,
model_predicts_y2025_h00_o2025-10_D_residual_q5,True,
model_predicts_y2025_h00_o2025-10_D_residual_q3,True,
model_hash_y2025_h03_o2025-01_A_q2.ubj,True,
model_hash_y2025_h03_o2025-01_A_q4.ubj,True,
model_hash_y2025_h03_o2025-01_A_q5.ubj,True,
model_hash_y2025_h03_o2025-01_A_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-01_A_q2,True,
model_predicts_y2025_h03_o2025-01_A_q4,True,
model_predicts_y2025_h03_o2025-01_A_q5,True,
model_predicts_y2025_h03_o2025-01_A_q3,True,
model_hash_y2025_h03_o2025-01_B_q2.ubj,True,
model_hash_y2025_h03_o2025-01_B_q4.ubj,True,
model_hash_y2025_h03_o2025-01_B_q5.ubj,True,
model_hash_y2025_h03_o2025-01_B_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-01_B_q2,True,
model_predicts_y2025_h03_o2025-01_B_q4,True,
model_predicts_y2025_h03_o2025-01_B_q5,True,
model_predicts_y2025_h03_o2025-01_B_q3,True,
model_hash_y2025_h03_o2025-01_C_q2.ubj,True,
model_hash_y2025_h03_o2025-01_C_q4.ubj,True,
model_hash_y2025_h03_o2025-01_C_q5.ubj,True,
model_hash_y2025_h03_o2025-01_C_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-01_C_q2,True,
model_predicts_y2025_h03_o2025-01_C_q4,True,
model_predicts_y2025_h03_o2025-01_C_q5,True,
model_predicts_y2025_h03_o2025-01_C_q3,True,
model_hash_y2025_h03_o2025-01_D_direct_q2.ubj,True,
model_hash_y2025_h03_o2025-01_D_direct_q4.ubj,True,
model_hash_y2025_h03_o2025-01_D_direct_q5.ubj,True,
model_hash_y2025_h03_o2025-01_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-01_D_direct_q2,True,
model_predicts_y2025_h03_o2025-01_D_direct_q4,True,
model_predicts_y2025_h03_o2025-01_D_direct_q5,True,
model_predicts_y2025_h03_o2025-01_D_direct_q3,True,
model_hash_y2025_h03_o2025-01_D_residual_q2.ubj,True,
model_hash_y2025_h03_o2025-01_D_residual_q4.ubj,True,
model_hash_y2025_h03_o2025-01_D_residual_q5.ubj,True,
model_hash_y2025_h03_o2025-01_D_residual_q3_direct.ubj,True,
model_hash_y2025_h03_o2025-01_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h03_o2025-01_D_residual_q2,True,
model_predicts_y2025_h03_o2025-01_D_residual_q4,True,
model_predicts_y2025_h03_o2025-01_D_residual_q5,True,
model_predicts_y2025_h03_o2025-01_D_residual_q3,True,
model_hash_y2025_h03_o2025-04_A_q2.ubj,True,
model_hash_y2025_h03_o2025-04_A_q4.ubj,True,
model_hash_y2025_h03_o2025-04_A_q5.ubj,True,
model_hash_y2025_h03_o2025-04_A_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-04_A_q2,True,
model_predicts_y2025_h03_o2025-04_A_q4,True,
model_predicts_y2025_h03_o2025-04_A_q5,True,
model_predicts_y2025_h03_o2025-04_A_q3,True,
model_hash_y2025_h03_o2025-04_B_q2.ubj,True,
model_hash_y2025_h03_o2025-04_B_q4.ubj,True,
model_hash_y2025_h03_o2025-04_B_q5.ubj,True,
model_hash_y2025_h03_o2025-04_B_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-04_B_q2,True,
model_predicts_y2025_h03_o2025-04_B_q4,True,
model_predicts_y2025_h03_o2025-04_B_q5,True,
model_predicts_y2025_h03_o2025-04_B_q3,True,
model_hash_y2025_h03_o2025-04_C_q2.ubj,True,
model_hash_y2025_h03_o2025-04_C_q4.ubj,True,
model_hash_y2025_h03_o2025-04_C_q5.ubj,True,
model_hash_y2025_h03_o2025-04_C_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-04_C_q2,True,
model_predicts_y2025_h03_o2025-04_C_q4,True,
model_predicts_y2025_h03_o2025-04_C_q5,True,
model_predicts_y2025_h03_o2025-04_C_q3,True,
model_hash_y2025_h03_o2025-04_D_direct_q2.ubj,True,
model_hash_y2025_h03_o2025-04_D_direct_q4.ubj,True,
model_hash_y2025_h03_o2025-04_D_direct_q5.ubj,True,
model_hash_y2025_h03_o2025-04_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-04_D_direct_q2,True,
model_predicts_y2025_h03_o2025-04_D_direct_q4,True,
model_predicts_y2025_h03_o2025-04_D_direct_q5,True,
model_predicts_y2025_h03_o2025-04_D_direct_q3,True,
model_hash_y2025_h03_o2025-04_D_residual_q2.ubj,True,
model_hash_y2025_h03_o2025-04_D_residual_q4.ubj,True,
model_hash_y2025_h03_o2025-04_D_residual_q5.ubj,True,
model_hash_y2025_h03_o2025-04_D_residual_q3_direct.ubj,True,
model_hash_y2025_h03_o2025-04_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h03_o2025-04_D_residual_q2,True,
model_predicts_y2025_h03_o2025-04_D_residual_q4,True,
model_predicts_y2025_h03_o2025-04_D_residual_q5,True,
model_predicts_y2025_h03_o2025-04_D_residual_q3,True,
model_hash_y2025_h03_o2025-06_A_q2.ubj,True,
model_hash_y2025_h03_o2025-06_A_q4.ubj,True,
model_hash_y2025_h03_o2025-06_A_q5.ubj,True,
model_hash_y2025_h03_o2025-06_A_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-06_A_q2,True,
model_predicts_y2025_h03_o2025-06_A_q4,True,
model_predicts_y2025_h03_o2025-06_A_q5,True,
model_predicts_y2025_h03_o2025-06_A_q3,True,
model_hash_y2025_h03_o2025-06_B_q2.ubj,True,
model_hash_y2025_h03_o2025-06_B_q4.ubj,True,
model_hash_y2025_h03_o2025-06_B_q5.ubj,True,
model_hash_y2025_h03_o2025-06_B_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-06_B_q2,True,
model_predicts_y2025_h03_o2025-06_B_q4,True,
model_predicts_y2025_h03_o2025-06_B_q5,True,
model_predicts_y2025_h03_o2025-06_B_q3,True,
model_hash_y2025_h03_o2025-06_C_q2.ubj,True,
model_hash_y2025_h03_o2025-06_C_q4.ubj,True,
model_hash_y2025_h03_o2025-06_C_q5.ubj,True,
model_hash_y2025_h03_o2025-06_C_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-06_C_q2,True,
model_predicts_y2025_h03_o2025-06_C_q4,True,
model_predicts_y2025_h03_o2025-06_C_q5,True,
model_predicts_y2025_h03_o2025-06_C_q3,True,
model_hash_y2025_h03_o2025-06_D_direct_q2.ubj,True,
model_hash_y2025_h03_o2025-06_D_direct_q4.ubj,True,
model_hash_y2025_h03_o2025-06_D_direct_q5.ubj,True,
model_hash_y2025_h03_o2025-06_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-06_D_direct_q2,True,
model_predicts_y2025_h03_o2025-06_D_direct_q4,True,
model_predicts_y2025_h03_o2025-06_D_direct_q5,True,
model_predicts_y2025_h03_o2025-06_D_direct_q3,True,
model_hash_y2025_h03_o2025-06_D_residual_q2.ubj,True,
model_hash_y2025_h03_o2025-06_D_residual_q4.ubj,True,
model_hash_y2025_h03_o2025-06_D_residual_q5.ubj,True,
model_hash_y2025_h03_o2025-06_D_residual_q3_direct.ubj,True,
model_hash_y2025_h03_o2025-06_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h03_o2025-06_D_residual_q2,True,
model_predicts_y2025_h03_o2025-06_D_residual_q4,True,
model_predicts_y2025_h03_o2025-06_D_residual_q5,True,
model_predicts_y2025_h03_o2025-06_D_residual_q3,True,
model_hash_y2025_h03_o2025-07_A_q2.ubj,True,
model_hash_y2025_h03_o2025-07_A_q4.ubj,True,
model_hash_y2025_h03_o2025-07_A_q5.ubj,True,
model_hash_y2025_h03_o2025-07_A_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-07_A_q2,True,
model_predicts_y2025_h03_o2025-07_A_q4,True,
model_predicts_y2025_h03_o2025-07_A_q5,True,
model_predicts_y2025_h03_o2025-07_A_q3,True,
model_hash_y2025_h03_o2025-07_B_q2.ubj,True,
model_hash_y2025_h03_o2025-07_B_q4.ubj,True,
model_hash_y2025_h03_o2025-07_B_q5.ubj,True,
model_hash_y2025_h03_o2025-07_B_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-07_B_q2,True,
model_predicts_y2025_h03_o2025-07_B_q4,True,
model_predicts_y2025_h03_o2025-07_B_q5,True,
model_predicts_y2025_h03_o2025-07_B_q3,True,
model_hash_y2025_h03_o2025-07_C_q2.ubj,True,
model_hash_y2025_h03_o2025-07_C_q4.ubj,True,
model_hash_y2025_h03_o2025-07_C_q5.ubj,True,
model_hash_y2025_h03_o2025-07_C_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-07_C_q2,True,
model_predicts_y2025_h03_o2025-07_C_q4,True,
model_predicts_y2025_h03_o2025-07_C_q5,True,
model_predicts_y2025_h03_o2025-07_C_q3,True,
model_hash_y2025_h03_o2025-07_D_direct_q2.ubj,True,
model_hash_y2025_h03_o2025-07_D_direct_q4.ubj,True,
model_hash_y2025_h03_o2025-07_D_direct_q5.ubj,True,
model_hash_y2025_h03_o2025-07_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h03_o2025-07_D_direct_q2,True,
model_predicts_y2025_h03_o2025-07_D_direct_q4,True,
model_predicts_y2025_h03_o2025-07_D_direct_q5,True,
model_predicts_y2025_h03_o2025-07_D_direct_q3,True,
model_hash_y2025_h03_o2025-07_D_residual_q2.ubj,True,
model_hash_y2025_h03_o2025-07_D_residual_q4.ubj,True,
model_hash_y2025_h03_o2025-07_D_residual_q5.ubj,True,
model_hash_y2025_h03_o2025-07_D_residual_q3_direct.ubj,True,
model_hash_y2025_h03_o2025-07_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h03_o2025-07_D_residual_q2,True,
model_predicts_y2025_h03_o2025-07_D_residual_q4,True,
model_predicts_y2025_h03_o2025-07_D_residual_q5,True,
model_predicts_y2025_h03_o2025-07_D_residual_q3,True,
model_hash_y2025_h06_o2024-10_A_q2.ubj,True,
model_hash_y2025_h06_o2024-10_A_q4.ubj,True,
model_hash_y2025_h06_o2024-10_A_q5.ubj,True,
model_hash_y2025_h06_o2024-10_A_q3_direct.ubj,True,
model_predicts_y2025_h06_o2024-10_A_q2,True,
model_predicts_y2025_h06_o2024-10_A_q4,True,
model_predicts_y2025_h06_o2024-10_A_q5,True,
model_predicts_y2025_h06_o2024-10_A_q3,True,
model_hash_y2025_h06_o2024-10_B_q2.ubj,True,
model_hash_y2025_h06_o2024-10_B_q4.ubj,True,
model_hash_y2025_h06_o2024-10_B_q5.ubj,True,
model_hash_y2025_h06_o2024-10_B_q3_direct.ubj,True,
model_predicts_y2025_h06_o2024-10_B_q2,True,
model_predicts_y2025_h06_o2024-10_B_q4,True,
model_predicts_y2025_h06_o2024-10_B_q5,True,
model_predicts_y2025_h06_o2024-10_B_q3,True,
model_hash_y2025_h06_o2024-10_C_q2.ubj,True,
model_hash_y2025_h06_o2024-10_C_q4.ubj,True,
model_hash_y2025_h06_o2024-10_C_q5.ubj,True,
model_hash_y2025_h06_o2024-10_C_q3_direct.ubj,True,
model_predicts_y2025_h06_o2024-10_C_q2,True,
model_predicts_y2025_h06_o2024-10_C_q4,True,
model_predicts_y2025_h06_o2024-10_C_q5,True,
model_predicts_y2025_h06_o2024-10_C_q3,True,
model_hash_y2025_h06_o2024-10_D_direct_q2.ubj,True,
model_hash_y2025_h06_o2024-10_D_direct_q4.ubj,True,
model_hash_y2025_h06_o2024-10_D_direct_q5.ubj,True,
model_hash_y2025_h06_o2024-10_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h06_o2024-10_D_direct_q2,True,
model_predicts_y2025_h06_o2024-10_D_direct_q4,True,
model_predicts_y2025_h06_o2024-10_D_direct_q5,True,
model_predicts_y2025_h06_o2024-10_D_direct_q3,True,
model_hash_y2025_h06_o2024-10_D_residual_q2.ubj,True,
model_hash_y2025_h06_o2024-10_D_residual_q4.ubj,True,
model_hash_y2025_h06_o2024-10_D_residual_q5.ubj,True,
model_hash_y2025_h06_o2024-10_D_residual_q3_direct.ubj,True,
model_hash_y2025_h06_o2024-10_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h06_o2024-10_D_residual_q2,True,
model_predicts_y2025_h06_o2024-10_D_residual_q4,True,
model_predicts_y2025_h06_o2024-10_D_residual_q5,True,
model_predicts_y2025_h06_o2024-10_D_residual_q3,True,
model_hash_y2025_h06_o2025-01_A_q2.ubj,True,
model_hash_y2025_h06_o2025-01_A_q4.ubj,True,
model_hash_y2025_h06_o2025-01_A_q5.ubj,True,
model_hash_y2025_h06_o2025-01_A_q3_direct.ubj,True,
model_predicts_y2025_h06_o2025-01_A_q2,True,
model_predicts_y2025_h06_o2025-01_A_q4,True,
model_predicts_y2025_h06_o2025-01_A_q5,True,
model_predicts_y2025_h06_o2025-01_A_q3,True,
model_hash_y2025_h06_o2025-01_B_q2.ubj,True,
model_hash_y2025_h06_o2025-01_B_q4.ubj,True,
model_hash_y2025_h06_o2025-01_B_q5.ubj,True,
model_hash_y2025_h06_o2025-01_B_q3_direct.ubj,True,
model_predicts_y2025_h06_o2025-01_B_q2,True,
model_predicts_y2025_h06_o2025-01_B_q4,True,
model_predicts_y2025_h06_o2025-01_B_q5,True,
model_predicts_y2025_h06_o2025-01_B_q3,True,
model_hash_y2025_h06_o2025-01_C_q2.ubj,True,
model_hash_y2025_h06_o2025-01_C_q4.ubj,True,
model_hash_y2025_h06_o2025-01_C_q5.ubj,True,
model_hash_y2025_h06_o2025-01_C_q3_direct.ubj,True,
model_predicts_y2025_h06_o2025-01_C_q2,True,
model_predicts_y2025_h06_o2025-01_C_q4,True,
model_predicts_y2025_h06_o2025-01_C_q5,True,
model_predicts_y2025_h06_o2025-01_C_q3,True,
model_hash_y2025_h06_o2025-01_D_direct_q2.ubj,True,
model_hash_y2025_h06_o2025-01_D_direct_q4.ubj,True,
model_hash_y2025_h06_o2025-01_D_direct_q5.ubj,True,
model_hash_y2025_h06_o2025-01_D_direct_q3_direct.ubj,True,
model_predicts_y2025_h06_o2025-01_D_direct_q2,True,
model_predicts_y2025_h06_o2025-01_D_direct_q4,True,
model_predicts_y2025_h06_o2025-01_D_direct_q5,True,
model_predicts_y2025_h06_o2025-01_D_direct_q3,True,
model_hash_y2025_h06_o2025-01_D_residual_q2.ubj,True,
model_hash_y2025_h06_o2025-01_D_residual_q4.ubj,True,
model_hash_y2025_h06_o2025-01_D_residual_q5.ubj,True,
model_hash_y2025_h06_o2025-01_D_residual_q3_direct.ubj,True,
model_hash_y2025_h06_o2025-01_D_residual_q3_residual_delta.ubj,True,
model_predicts_y2025_h06_o2025-01_D_residual_q2,True,
model_predicts_y2025_h06_o2025-01_D_residual_q4,True,
model_predicts_y2025_h06_o2025-01_D_residual_q5,True,
model_predicts_y2025_h06_o2025-01_D_residual_q3,True,
model_hash_y2025_h06_o2025-03_A_q2.ubj,True,
model_hash_y2025_h06_o2025-03_A_q4.ubj,True,
model_hash_y2025_h06_o2025-03_A_q5.ubj,True,
model_hash_y2025_h06_o2025-03_A_q3_direct.ubj,True,
