scope,horizon,view,arm,formulation,bundle,bundle_order,method,method_order,formulation_order,status,reason,n,rmse,auc,n_clipped,test_year
2025,0,A,A,direct,X1,0,none,0,0,ok,,1059,0.17270971061348744,0.6426114999607584,0,2025
2025,0,A,A,direct,X1,0,shift,1,0,ok,,1059,0.17143549006094783,0.632683347959788,0,2025
2025,0,A,A,direct,X1,0,isotonic,2,0,ok,,1059,0.18199823333181459,0.6182566693065633,0,2025
2025,0,A,A,direct,X2,1,none,0,0,ok,,1059,0.17114829883007626,0.6508950676741083,0,2025
2025,0,A,A,direct,X2,1,shift,1,0,ok,,1059,0.16771021587250878,0.6341709654173533,0,2025
2025,0,A,A,direct,X2,1,isotonic,2,0,ok,,1059,0.17941416140742292,0.6188613483450702,0,2025
2025,0,A,A,direct,X3,2,none,0,0,ok,,1059,0.17007748796895977,0.6571683897343692,0,2025
2025,0,A,A,direct,X3,2,shift,1,0,ok,,1059,0.1671329027805737,0.6403693714905427,0,2025
2025,0,A,A,direct,X3,2,isotonic,2,0,ok,,1059,0.1775118313356739,0.6239806074616323,0,2025
2025,0,A,A,direct,X4,3,none,0,0,ok,,1059,0.1764775361332555,0.6167137567156832,0,2025
2025,0,A,A,direct,X4,3,shift,1,0,ok,,1059,0.17536878081988175,0.5968610201416982,0,2025
2025,0,A,A,direct,X4,3,isotonic,2,0,ok,,1059,0.18839772902504603,0.5814425965167633,0,2025
2025,0,A,A,direct,X5,4,none,0,0,ok,,1059,0.17462813420656934,0.6227676819566629,0,2025
2025,0,A,A,direct,X5,4,shift,1,0,ok,,1059,0.17421738361243855,0.6036105938340575,0,2025
2025,0,A,A,direct,X5,4,isotonic,2,0,ok,,1059,0.18556120049013566,0.5916507916122634,0,2025
2025,0,A,A,direct,X6,5,none,0,0,ok,,1059,0.1753758862167584,0.6215601075936272,0,2025
2025,0,A,A,direct,X6,5,shift,1,0,ok,,1059,0.17462455488572648,0.6103476815285716,0,2025
2025,0,A,A,direct,X6,5,isotonic,2,0,ok,,1059,0.19186779533180437,0.6001216492932925,0,2025
2025,0,B,B,direct,X1,0,none,0,0,ok,,1059,0.17341972853559579,0.6256911891664347,0,2025
2025,0,B,B,direct,X1,0,shift,1,0,ok,,1059,0.17038902883246573,0.61346918098989,0,2025
2025,0,B,B,direct,X1,0,isotonic,2,0,ok,,1059,0.18008051963799107,0.6005979009253908,0,2025
2025,0,B,B,direct,X2,1,none,0,0,ok,,1059,0.17599497320330246,0.6373477600119866,0,2025
2025,0,B,B,direct,X2,1,shift,1,0,ok,,1059,0.17505029878982206,0.6117585992850876,0,2025
2025,0,B,B,direct,X2,1,isotonic,2,0,ok,,1059,0.1886881704838619,0.606473454768581,0,2025
2025,0,B,B,direct,X3,2,none,0,0,ok,,1059,0.17394260210607188,0.6429771613262271,0,2025
2025,0,B,B,direct,X3,2,shift,1,0,ok,,1059,0.1726235441664454,0.6199333604457857,0,2025
2025,0,B,B,direct,X3,2,isotonic,2,0,ok,,1059,0.18155410789638562,0.6170829855091077,0,2025
2025,0,B,B,direct,X4,3,none,0,0,ok,,1059,0.17310533924103091,0.6301504741111754,0,2025
2025,0,B,B,direct,X4,3,shift,1,0,ok,,1059,0.17593779569005608,0.6065198313320063,0,2025
2025,0,B,B,direct,X4,3,isotonic,2,0,ok,,1059,0.18711652661251857,0.5963330408042409,0,2025
2025,0,B,B,direct,X5,4,none,0,0,ok,,1059,0.17124032561463237,0.6423261057242948,0,2025
2025,0,B,B,direct,X5,4,shift,1,0,ok,,1059,0.17361165465163989,0.6167619169930865,0,2025
2025,0,B,B,direct,X5,4,isotonic,2,0,ok,,1059,0.18283716185477816,0.6119940495301697,0,2025
2025,0,B,B,direct,X6,5,none,0,0,ok,,1059,0.17680442541772456,0.6245424773646697,0,2025
2025,0,B,B,direct,X6,5,shift,1,0,ok,,1059,0.17896848852895075,0.6061844931041618,0,2025
2025,0,B,B,direct,X6,5,isotonic,2,0,ok,,1059,0.1861794837892255,0.5926906968613768,0,2025
2025,0,D_direct,D,direct,X1,0,none,0,0,ok,,1059,0.1713224552438237,0.7151872542933995,0,2025
2025,0,D_direct,D,direct,X1,0,shift,1,0,ok,,1059,0.17356787451951858,0.7004288048402862,0,2025
2025,0,D_direct,D,direct,X1,0,isotonic,2,0,ok,,1059,0.17745891113933016,0.6959677361815678,0,2025
2025,0,D_direct,D,direct,X2,1,none,0,0,ok,,1059,0.17836289372979,0.6984667194646004,0,2025
2025,0,D_direct,D,direct,X2,1,shift,1,0,ok,,1059,0.18201624341324563,0.6765627118160349,0,2025
2025,0,D_direct,D,direct,X2,1,isotonic,2,0,ok,,1059,0.1886395749715076,0.6870117082985508,0,2025
2025,0,D_direct,D,direct,X3,2,none,0,0,ok,,1059,0.1813793653201239,0.696617008069522,0,2025
2025,0,D_direct,D,direct,X3,2,shift,1,0,ok,,1059,0.18485797850020524,0.6744276061844932,0,2025
2025,0,D_direct,D,direct,X3,2,isotonic,2,0,ok,,1059,0.19139686534220737,0.677574077641502,0,2025
2025,0,D_direct,D,direct,X4,3,none,0,0,ok,,1059,0.1723740804436661,0.7138851430895352,0,2025
2025,0,D_direct,D,direct,X4,3,shift,1,0,ok,,1059,0.1716778221333203,0.7037429454112174,0,2025
2025,0,D_direct,D,direct,X4,3,isotonic,2,0,ok,,1059,0.17986385956361992,0.6873987742317544,0,2025
2025,0,D_direct,D,direct,X5,4,none,0,0,ok,,1059,0.17327826958346063,0.7130789043715261,0,2025
2025,0,D_direct,D,direct,X5,4,shift,1,0,ok,,1059,0.1721665808218618,0.7036537597123227,0,2025
2025,0,D_direct,D,direct,X5,4,isotonic,2,0,ok,,1059,0.1789951843481601,0.6860449353225312,0,2025
2025,0,D_direct,D,direct,X6,5,none,0,0,ok,,1059,0.17744140591855986,0.6900047803534608,0,2025
2025,0,D_direct,D,direct,X6,5,shift,1,0,ok,,1059,0.18375723844412017,0.6756387479754846,0,2025
2025,0,D_direct,D,direct,X6,5,isotonic,2,0,ok,,1059,0.17991661062594833,0.6744864687457637,0,2025
2025,0,D_residual,D,residual,X1,0,none,0,1,ok,,1059,0.1808885986088218,0.7726852743708842,6,2025
2025,0,D_residual,D,residual,X1,0,shift,1,1,ok,,1059,0.17024983551282086,0.7708712372553637,38,2025
2025,0,D_residual,D,residual,X1,0,isotonic,2,1,ok,,1059,0.15793460369820617,0.7498162774602767,0,2025
2025,0,D_residual,D,residual,X2,1,none,0,1,ok,,1059,0.18282892528538625,0.754846350877944,16,2025
2025,0,D_residual,D,residual,X2,1,shift,1,1,ok,,1059,0.175225992953221,0.7549587248585514,66,2025
2025,0,D_residual,D,residual,X2,1,isotonic,2,1,ok,,1059,0.16002052529416919,0.7255613347888439,0,2025
2025,0,D_residual,D,residual,X3,2,none,0,1,ok,,1059,0.18398783684665695,0.7545556054995469,15,2025
2025,0,D_residual,D,residual,X3,2,shift,1,1,ok,,1059,0.17617456754547636,0.7540954072932498,66,2025
2025,0,D_residual,D,residual,X3,2,isotonic,2,1,ok,,1059,0.16180966020177168,0.7234226617293464,0,2025
2025,0,D_residual,D,residual,X4,3,none,0,1,ok,,1059,0.18464045308340163,0.7562305129247915,16,2025
2025,0,D_residual,D,residual,X4,3,shift,1,1,ok,,1059,0.1765423711705769,0.7558951746969471,59,2025
2025,0,D_residual,D,residual,X4,3,isotonic,2,1,ok,,1059,0.16094589507210144,0.7336255056829127,0,2025
2025,0,D_residual,D,residual,X5,4,none,0,1,ok,,1059,0.18458437552597345,0.7559736581119745,18,2025
2025,0,D_residual,D,residual,X5,4,shift,1,1,ok,,1059,0.1766219358910097,0.7562322966387693,64,2025
2025,0,D_residual,D,residual,X5,4,isotonic,2,1,ok,,1059,0.16181804205429567,0.7347617314868327,0,2025
2025,0,D_residual,D,residual,X6,5,none,0,1,ok,,1059,0.18345988950113123,0.7566033091461719,8,2025
2025,0,D_residual,D,residual,X6,5,shift,1,1,ok,,1059,0.17338547284083997,0.758096277745671,57,2025
2025,0,D_residual,D,residual,X6,5,isotonic,2,1,ok,,1059,0.15629883837563205,0.7460223178292914,0,2025
2026,0,A,A,direct,X1,0,none,0,0,ok,,972,0.1793404443367855,0.45322847682119205,0,2026
2026,0,A,A,direct,X1,0,shift,1,0,ok,,972,0.16571178035062772,0.4532599697667722,0,2026
2026,0,A,A,direct,X1,0,isotonic,2,0,ok,,972,0.13102597266988739,0.46410254103080906,0,2026
2026,0,A,A,direct,X2,1,none,0,0,ok,,972,0.16288266974491367,0.5437144579614166,0,2026
2026,0,A,A,direct,X2,1,shift,1,0,ok,,972,0.14062380886296286,0.5436694680391593,0,2026
2026,0,A,A,direct,X2,1,isotonic,2,0,ok,,972,0.12711664450479745,0.5277137921105673,0,2026
2026,0,A,A,direct,X3,2,none,0,0,ok,,972,0.16937419935214712,0.5327774078606392,0,2026
2026,0,A,A,direct,X3,2,shift,1,0,ok,,972,0.14491584093596754,0.533006856464152,0,2026
2026,0,A,A,direct,X3,2,isotonic,2,0,ok,,972,0.12745967071222764,0.5060938849697667,0,2026
2026,0,A,A,direct,X4,3,none,0,0,ok,,972,0.16468801604716332,0.43279855312410015,0,2026
2026,0,A,A,direct,X4,3,shift,1,0,ok,,972,0.1539432975563815,0.43287053699971206,0,2026
2026,0,A,A,direct,X4,3,isotonic,2,0,ok,,972,0.13327724935393637,0.4333091887417218,0,2026
2026,0,A,A,direct,X5,4,none,0,0,ok,,972,0.1659206681516377,0.4364922257414339,0,2026
2026,0,A,A,direct,X5,4,shift,1,0,ok,,972,0.15404156225882282,0.43672617333717245,0,2026
2026,0,A,A,direct,X5,4,isotonic,2,0,ok,,972,0.1327049486657759,0.4271928088108264,0,2026
2026,0,A,A,direct,X6,5,none,0,0,ok,,972,0.16123276153609517,0.508961992513677,0,2026
2026,0,A,A,direct,X6,5,shift,1,0,ok,,972,0.140665141642557,0.4955414987042902,0,2026
2026,0,A,A,direct,X6,5,isotonic,2,0,ok,,972,0.12822873094226384,0.45588963072271804,0,2026
2026,0,B,B,direct,X1,0,none,0,0,ok,,972,0.17593065903988342,0.42325619061330266,0,2026
2026,0,B,B,direct,X1,0,shift,1,0,ok,,972,0.15346402570395462,0.4251277713792111,0,2026
2026,0,B,B,direct,X1,0,isotonic,2,0,ok,,972,0.13629560783157998,0.43020488410596025,0,2026
2026,0,B,B,direct,X2,1,none,0,0,ok,,972,0.15768321245762387,0.4197267312122085,0,2026
2026,0,B,B,direct,X2,1,shift,1,0,ok,,972,0.1466097042617002,0.4188224337748344,0,2026
2026,0,B,B,direct,X2,1,isotonic,2,0,ok,,972,0.14062456035911083,0.4315073423553124,0,2026
2026,0,B,B,direct,X3,2,none,0,0,ok,,972,0.15852665729528717,0.4316333141376332,0,2026
2026,0,B,B,direct,X3,2,shift,1,0,ok,,972,0.14463315481628997,0.42941306147422975,0,2026
2026,0,B,B,direct,X3,2,isotonic,2,0,ok,,972,0.13736575757152508,0.4358218758997985,0,2026
