scope,horizon,view,arm,formulation,bundle,bundle_order,method,method_order,formulation_order,status,reason,n,rmse,auc,n_clipped,test_year
2026,0,B,B,direct,X4,3,none,0,0,ok,,972,0.1562003426853646,0.49267789015260577,0,2026
2026,0,B,B,direct,X4,3,shift,1,0,ok,,972,0.13651162374548093,0.4941085696803915,0,2026
2026,0,B,B,direct,X4,3,isotonic,2,0,ok,,972,0.12886672560612816,0.4783868413475382,0,2026
2026,0,B,B,direct,X5,4,none,0,0,ok,,972,0.15836386762364485,0.5072613734523467,0,2026
2026,0,B,B,direct,X5,4,shift,1,0,ok,,972,0.1375444731144153,0.508701050964584,0,2026
2026,0,B,B,direct,X5,4,isotonic,2,0,ok,,972,0.13107322242010547,0.4780809098761878,0,2026
2026,0,B,B,direct,X6,5,none,0,0,ok,,972,0.15221170251998695,0.5630443780593147,0,2026
2026,0,B,B,direct,X6,5,shift,1,0,ok,,972,0.1332449950124265,0.5590267780017276,0,2026
2026,0,B,B,direct,X6,5,isotonic,2,0,ok,,972,0.12818498219246272,0.4835156924848834,0,2026
2026,0,D_direct,D,direct,X1,0,none,0,0,ok,,972,0.12928767368037541,0.7268346890296574,0,2026
2026,0,D_direct,D,direct,X1,0,shift,1,0,ok,,972,0.1177152995693489,0.7256784480276419,0,2026
2026,0,D_direct,D,direct,X1,0,isotonic,2,0,ok,,972,0.1202308444439408,0.6879004103080909,0,2026
2026,0,D_direct,D,direct,X2,1,none,0,0,ok,,972,0.14369843845447466,0.7005538259429888,0,2026
2026,0,D_direct,D,direct,X2,1,shift,1,0,ok,,972,0.12575243136186412,0.7013951374892025,0,2026
2026,0,D_direct,D,direct,X2,1,isotonic,2,0,ok,,972,0.12266111191340215,0.6831562230060466,0,2026
2026,0,D_direct,D,direct,X3,2,none,0,0,ok,,972,0.144312109347768,0.6997237618773394,0,2026
2026,0,D_direct,D,direct,X3,2,shift,1,0,ok,,972,0.12504426216746067,0.7009609847394183,0,2026
2026,0,D_direct,D,direct,X3,2,isotonic,2,0,ok,,972,0.12161573383452494,0.6819707385545637,0,2026
2026,0,D_direct,D,direct,X4,3,none,0,0,ok,,972,0.14852910942941752,0.6619052332277571,0,2026
2026,0,D_direct,D,direct,X4,3,shift,1,0,ok,,972,0.1297436464566708,0.6625755830693925,0,2026
2026,0,D_direct,D,direct,X4,3,isotonic,2,0,ok,,972,0.12418546296646359,0.6158625467895191,0,2026
2026,0,D_direct,D,direct,X5,4,none,0,0,ok,,972,0.14921860876057935,0.6632594298877051,0,2026
2026,0,D_direct,D,direct,X5,4,shift,1,0,ok,,972,0.12964833917123555,0.6639252807371149,0,2026
2026,0,D_direct,D,direct,X5,4,isotonic,2,0,ok,,972,0.12355093659248925,0.6135973042038584,0,2026
2026,0,D_direct,D,direct,X6,5,none,0,0,ok,,972,0.1475401699491963,0.6864719802764181,0,2026
2026,0,D_direct,D,direct,X6,5,shift,1,0,ok,,972,0.12741421903018968,0.6881725993377482,0,2026
2026,0,D_direct,D,direct,X6,5,isotonic,2,0,ok,,972,0.12187303091555882,0.6750377915346962,0,2026
2026,0,D_residual,D,residual,X1,0,none,0,1,ok,,972,0.13759686894583803,0.764578984307515,0,2026
2026,0,D_residual,D,residual,X1,0,shift,1,1,ok,,972,0.10970001956208432,0.7759524366541894,0,2026
2026,0,D_residual,D,residual,X1,0,isotonic,2,1,ok,,972,0.11881075191192764,0.7082471026490066,0,2026
2026,0,D_residual,D,residual,X2,1,none,0,1,ok,,972,0.1446861952316757,0.7347349193780592,0,2026
2026,0,D_residual,D,residual,X2,1,shift,1,1,ok,,972,0.11843619527764498,0.742761121508782,0,2026
2026,0,D_residual,D,residual,X2,1,isotonic,2,1,ok,,972,0.12291510393149802,0.5629409012381226,0,2026
2026,0,D_residual,D,residual,X3,2,none,0,1,ok,,972,0.14692885685269605,0.7332637489202418,0,2026
2026,0,D_residual,D,residual,X3,2,shift,1,1,ok,,972,0.11888260089587176,0.7416228764756694,0,2026
2026,0,D_residual,D,residual,X3,2,isotonic,2,1,ok,,972,0.12360154745318777,0.559314713504175,0,2026
2026,0,D_residual,D,residual,X4,3,none,0,1,ok,,972,0.15089640647388186,0.700652803771955,0,2026
2026,0,D_residual,D,residual,X4,3,shift,1,1,ok,,972,0.12480129043085035,0.7086565109415491,0,2026
2026,0,D_residual,D,residual,X4,3,isotonic,2,1,ok,,972,0.12531450530377722,0.557051720414627,0,2026
2026,0,D_residual,D,residual,X5,4,none,0,1,ok,,972,0.1526495825727292,0.6996495285056147,0,2026
2026,0,D_residual,D,residual,X5,4,shift,1,1,ok,,972,0.1250607599310962,0.7077477145119493,0,2026
2026,0,D_residual,D,residual,X5,4,isotonic,2,1,ok,,972,0.12516812008731054,0.559872588540167,0,2026
2026,0,D_residual,D,residual,X6,5,none,0,1,ok,,972,0.17422731154507476,0.7365120213072273,0,2026
2026,0,D_residual,D,residual,X6,5,shift,1,1,ok,,972,0.13295262721425205,0.7438453786351857,0,2026
2026,0,D_residual,D,residual,X6,5,isotonic,2,1,ok,,972,0.12493254606927129,0.6003905125251944,0,2026
