test_year,horizon,cohort,n_rows,n_areas,target_months,cohort_sha256,specification,status,reason,tp,fp,fn,tn,n,precision,precision_reason,recall,recall_reason,f1,f1_reason,f2,f2_reason,prevalence,accuracy,accuracy_reason,r2_q3,r2_q3_reason,predicted_prevalence,n_actual_phase1,n_pred_phase1,n_actual_phase2,n_pred_phase2,n_actual_phase3,n_pred_phase3,n_actual_phase4,n_pred_phase4,n_actual_phase5,n_pred_phase5,mean_q3_pred
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38827433628318586,,-0.1169083762457146,,1.0,0.0,0.0,363.0,0.0,350.0,903.0,191.0,1.0,0.0,0.0,0.3330257105913046
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D,ok,,515.0,294.0,26.0,69.0,904.0,0.6365883807169345,,0.9519408502772643,,0.762962962962963,,0.8661284897410023,,0.5984513274336283,0.43805309734513276,,0.09975267563622137,,0.8949115044247787,0.0,0.0,363.0,95.0,350.0,808.0,191.0,1.0,0.0,0.0,0.33612986803219647
2026,0,primary,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,always_crisis,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,,not applicable: binary-only reference,,not applicable: binary-only reference,,,,,,,,,,,,
2026,0,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38716814159292035,,-0.08459854258638977,,1.0,0.0,0.0,363.0,0.0,350.0,904.0,191.0,0.0,0.0,0.0,0.32918055096756565
2026,0,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38827433628318586,,-0.1169083762457146,,1.0,0.0,0.0,363.0,0.0,350.0,903.0,191.0,1.0,0.0,0.0,0.3330257105913046
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38716814159292035,,-0.08459854258638977,,1.0,0.0,0.0,363.0,0.0,350.0,904.0,191.0,0.0,0.0,0.0,0.32918055096756565
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38827433628318586,,-0.1169083762457146,,1.0,0.0,0.0,363.0,0.0,350.0,903.0,191.0,1.0,0.0,0.0,0.3330257105913046
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,C,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38827433628318586,,-0.1169083762457146,,1.0,0.0,0.0,363.0,0.0,350.0,903.0,191.0,1.0,0.0,0.0,0.3330257105913046
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,D,ok,,515.0,294.0,26.0,69.0,904.0,0.6365883807169345,,0.9519408502772643,,0.762962962962963,,0.8661284897410023,,0.5984513274336283,0.43805309734513276,,0.09975267563622137,,0.8949115044247787,0.0,0.0,363.0,95.0,350.0,808.0,191.0,1.0,0.0,0.0,0.33612986803219647
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,persistence,ok,,448.0,92.0,93.0,271.0,904.0,0.8296296296296296,,0.8280961182994455,,0.8288621646623496,,0.8284023668639053,,0.5984513274336283,0.6061946902654868,,,not applicable: phase-only baseline,,,,,,,,,,,,
2026,0,persistence_subset,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,always_crisis,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,,not applicable: binary-only reference,,not applicable: binary-only reference,,,,,,,,,,,,
2026,3,primary,0,0,,,all,unavailable,empty cohort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,3,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A,ok,,541.0,363.0,0.0,0.0,904.0,0.5984513274336283,,1.0,,0.7487889273356402,,0.8816818774445893,,0.5984513274336283,0.38716814159292035,,-0.118108802487495,,1.0,0.0,0.0,363.0,0.0,350.0,904.0,191.0,0.0,0.0,0.0,0.3392793456570501
2026,3,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B,ok,,539.0,357.0,2.0,6.0,904.0,0.6015625,,0.9963031423290203,,0.7501739735560194,,0.880718954248366,,0.5984513274336283,0.3827433628318584,,-0.005995410562651848,,0.9911504424778761,0.0,0.0,363.0,8.0,350.0,874.0,191.0,22.0,0.0,0.0,0.29315478249197513
2026,3,persistence_subset,0,0,,,all,unavailable,empty cohort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,6,primary,0,0,,,all,unavailable,empty cohort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,6,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A,ok,,534.0,346.0,7.0,17.0,904.0,0.6068181818181818,,0.9870609981515711,,0.7515833919774807,,0.8771353482260184,,0.5984513274336283,0.39823008849557523,,0.16750455253779095,,0.9734513274336283,0.0,0.0,363.0,24.0,350.0,880.0,191.0,0.0,0.0,0.0,0.3112087919319098
2026,6,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B,ok,,533.0,326.0,8.0,37.0,904.0,0.6204889406286379,,0.9852125693160814,,0.7614285714285715,,0.8815745947734039,,0.5984513274336283,0.42035398230088494,,0.14175601021476658,,0.9502212389380531,0.0,0.0,363.0,45.0,350.0,859.0,191.0,0.0,0.0,0.0,0.30262671129168134
2026,6,persistence_subset,0,0,,,all,unavailable,empty cohort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,A,ok,,69.0,38.0,12.0,13.0,132.0,0.6448598130841121,,0.8518518518518519,,0.7340425531914894,,0.8004640371229699,,0.6136363636363636,0.44696969696969696,,-0.062423923982414475,,0.8106060606060606,0.0,0.0,51.0,25.0,56.0,107.0,25.0,0.0,0.0,0.0,0.22632794228918623
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B,ok,,81.0,51.0,0.0,0.0,132.0,0.6136363636363636,,1.0,,0.7605633802816901,,0.8881578947368421,,0.6136363636363636,0.42424242424242425,,-0.049614652675309845,,1.0,0.0,0.0,51.0,0.0,56.0,132.0,25.0,0.0,0.0,0.0,0.2675574033549338
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C,ok,,77.0,49.0,4.0,2.0,132.0,0.6111111111111112,,0.9506172839506173,,0.7439613526570048,,0.8555555555555555,,0.6136363636363636,0.4090909090909091,,0.04819972161613506,,0.9545454545454546,0.0,0.0,51.0,6.0,56.0,126.0,25.0,0.0,0.0,0.0,0.25888600358457275
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D,ok,,72.0,38.0,9.0,13.0,132.0,0.6545454545454545,,0.8888888888888888,,0.7539267015706806,,0.8294930875576036,,0.6136363636363636,0.45454545454545453,,0.05059066864000006,,0.8333333333333334,0.0,0.0,51.0,22.0,56.0,110.0,25.0,0.0,0.0,0.0,0.2511213855874358
2026,12,primary,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,always_crisis,ok,,81.0,51.0,0.0,0.0,132.0,0.6136363636363636,,1.0,,0.7605633802816901,,0.8881578947368421,,0.6136363636363636,,not applicable: binary-only reference,,not applicable: binary-only reference,,,,,,,,,,,,
2026,12,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,A,ok,,495.0,314.0,46.0,49.0,904.0,0.6118665018541409,,0.9149722735674677,,0.7333333333333333,,0.8324924318869829,,0.5984513274336283,0.3993362831858407,,-0.05696064630452624,,0.8949115044247787,0.0,0.0,363.0,95.0,350.0,809.0,191.0,0.0,0.0,0.0,0.26566225718871683
2026,12,wider_labeled,904,904,2026-04,7c175da4a147aca22270ded7cfcee26cec4a6a022d0cb41050e5a7bc18066f0d,B,ok,,539.0,361.0,2.0,2.0,904.0,0.5988888888888889,,0.9963031423290203,,0.7480916030534351,,0.8795691906005222,,0.5984513274336283,0.38716814159292035,,-0.0925523849875789,,0.995575221238938,0.0,0.0,363.0,4.0,350.0,900.0,191.0,0.0,0.0,0.0,0.31033079538791053
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,A,ok,,69.0,38.0,12.0,13.0,132.0,0.6448598130841121,,0.8518518518518519,,0.7340425531914894,,0.8004640371229699,,0.6136363636363636,0.44696969696969696,,-0.062423923982414475,,0.8106060606060606,0.0,0.0,51.0,25.0,56.0,107.0,25.0,0.0,0.0,0.0,0.22632794228918623
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,B,ok,,81.0,51.0,0.0,0.0,132.0,0.6136363636363636,,1.0,,0.7605633802816901,,0.8881578947368421,,0.6136363636363636,0.42424242424242425,,-0.049614652675309845,,1.0,0.0,0.0,51.0,0.0,56.0,132.0,25.0,0.0,0.0,0.0,0.2675574033549338
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,C,ok,,77.0,49.0,4.0,2.0,132.0,0.6111111111111112,,0.9506172839506173,,0.7439613526570048,,0.8555555555555555,,0.6136363636363636,0.4090909090909091,,0.04819972161613506,,0.9545454545454546,0.0,0.0,51.0,6.0,56.0,126.0,25.0,0.0,0.0,0.0,0.25888600358457275
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,D,ok,,72.0,38.0,9.0,13.0,132.0,0.6545454545454545,,0.8888888888888888,,0.7539267015706806,,0.8294930875576036,,0.6136363636363636,0.45454545454545453,,0.05059066864000006,,0.8333333333333334,0.0,0.0,51.0,22.0,56.0,110.0,25.0,0.0,0.0,0.0,0.2511213855874358
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,persistence,ok,,46.0,7.0,35.0,44.0,132.0,0.8679245283018868,,0.5679012345679012,,0.6865671641791045,,0.610079575596817,,0.6136363636363636,0.5303030303030303,,,not applicable: phase-only baseline,,,,,,,,,,,,
2026,12,persistence_subset,132,132,2026-04,8a8d9c49ea1804296fd5a721e28b1b39fd0870dc66e0799673c67bb4b4102010,always_crisis,ok,,81.0,51.0,0.0,0.0,132.0,0.6136363636363636,,1.0,,0.7605633802816901,,0.8881578947368421,,0.6136363636363636,,not applicable: binary-only reference,,not applicable: binary-only reference,,,,,,,,,,,,
