scope,test_year,n_samples,accuracy,accuracy_status,accuracy_reason,precision_phase3plus,precision_status,precision_reason,sensitivity_phase3plus,sensitivity_status,sensitivity_reason,r2_phase3plus,r2_status,r2_reason,f2_phase3plus,f2_status,f2_reason,precision_phase4plus,precision_phase4plus_status,precision_phase4plus_reason,sensitivity_phase4plus,sensitivity_phase4plus_status,sensitivity_phase4plus_reason,r2_phase4plus,r2_phase4plus_status,r2_phase4plus_reason
overall,2022,5599,0.5183068405072334,ok,,0.678697421981004,ok,,0.9325130499627144,ok,,0.3435172259470312,ok,,0.867619510164435,ok,,0.3308270676691729,ok,,0.17391304347826086,ok,,0.22973600489973878,ok,
overall,2023,6064,0.5202836411609498,ok,,0.6559218559218559,ok,,0.9672308246308966,ok,,0.5079802958548812,ok,,0.8833782806025126,ok,,0.1771019677996422,ok,,0.3535714285714286,ok,,0.3417919656782731,ok,
overall,2024,5127,0.5896235615369612,ok,,0.6271806415306697,ok,,0.9582975064488392,ok,,0.3847427896769679,ok,,0.86677554829678,ok,,0.26421404682274247,ok,,0.3910891089108911,ok,,0.23838220167235358,ok,
overall,2025,11415,0.426281208935611,ok,,0.5262973352033661,ok,,1.0,ok,,0.2328074503596147,ok,,0.8474480578139114,ok,,0.2200247218788628,ok,,0.20412844036697247,ok,,0.07263226666702083,ok,
